step,phi_center_abs
0,0.0003403762290756177
1,0.0005626933568552105
2,0.0007105332383843768
3,0.0008087970365415781
4,0.0008760572566204715
5,0.0009227221840318121
6,0.0009534392810625139
7,0.0009743325203014545
8,0.0009873697616150303
9,0.000993561875312984
10,0.000996722643621379
11,0.0009977881588376359
12,0.0009977546652772719
13,0.00099548249920006
14,0.000991591631446584
15,0.0009871714797276678
16,0.0009834748568276054
17,0.0009805319194084096
18,0.0009779596344956436
19,0.0009761627866457375
20,0.0009729008516452673
21,0.0009683520899856572
22,0.0009619741781915412
23,0.000956620767697962
24,0.0009520446780132643
25,0.0009491470446622565
26,0.0009476830513426242
27,0.0009450348730998982
28,0.0009432020054502928
29,0.0009435517830500962
30,0.0009444883836797747
31,0.0009463497252093744
32,0.0009484859469963432
33,0.0009511953708385282
34,0.0009549952633029779
35,0.00095957600119512
36,0.000962913970530794
37,0.0009670229430285797
38,0.0009727219957470922
39,0.0009784084571363872
40,0.0009861390780996006
41,0.0009942206373218662
42,0.0010044372600005594
43,0.001015973199105627
44,0.001027537434219507
45,0.0010403283390456423
46,0.0010534231022294271
47,0.0010677486581271757
48,0.0010805315807843542
49,0.0010933392137154184
50,0.0011080652006080847
51,0.0011251190062981876
52,0.0011439532605548933
53,0.0011612416561475353
54,0.0011807223556216473
55,0.001201973340370522
56,0.0012256409749153096
57,0.001251366755384017
58,0.001280178946048512
59,0.0013105870207460427
60,0.0013394393992113935
61,0.0013692981271454807
62,0.0014019053572057944
63,0.0014352100268127626
64,0.0014702914256922274
65,0.001507414328248351
66,0.0015455298156439833
67,0.0015847974561382036
68,0.0016246264384986082
69,0.001665665740984162
70,0.0017082058655777158
71,0.0017518592089389993
72,0.0018006612895846074
73,0.001850990001075527
74,0.001899523752280016
75,0.001950800152666211
76,0.0020036723211906125
77,0.0020574146741640146
78,0.002113635927408572
79,0.002171901846348905
80,0.0022324107955086097
81,0.002294584017925608
82,0.0023596320193521605
83,0.0024248141351445383
84,0.0024939773075923237
85,0.0025631785301098563
86,0.0026322572436362364
87,0.002703092415201523
88,0.0027776945282139594
89,0.002850853441907722
90,0.0029272615686164725
91,0.0030063237514747513
92,0.0030886073513013298
93,0.003172767977200444
94,0.0032577286026084134
95,0.003344345608499597
96,0.0034297245786281227
97,0.0035148198747049866
98,0.0036013979156855423
99,0.0036915110729900218
100,0.003782832591337244
101,0.003876749897084791
102,0.003973493513376274
103,0.004073232380552285
104,0.004174905557564754
105,0.004281184108697695
106,0.0043848783248433484
107,0.004487907668855063
108,0.004592583965802322
109,0.004699855122559252
110,0.004810282228250949
111,0.004921292095884913
112,0.005036336176337391
113,0.005153818246112802
114,0.0052720905705974505
115,0.0053945492365116065
116,0.005520748357446714
117,0.005648581235322121
118,0.005778362509997893
119,0.005911103340316919
120,0.006043033049175079
121,0.006178479225288888
122,0.006317138645028285
123,0.006459639617017834
124,0.0066007071046989526
125,0.00674527680563214
126,0.006891923410541774
127,0.007040216046496808
128,0.007187361404989988
129,0.007339489880722333
130,0.007492051566915794
131,0.007641998075375252
132,0.00779859107582782
133,0.007959579975319918
134,0.008119112108611218
135,0.00828010142512783
136,0.008443530078738801
137,0.008610536820572045
138,0.008778324477108019
139,0.00894664572598205
140,0.00911883068520239
141,0.009293141580169428
142,0.00946632289146572
143,0.00964186770356712
144,0.009821168374997118
145,0.010006177780945966
146,0.010196255913043113
147,0.010389014515857074
148,0.010584334048390938
149,0.010783519274160352
150,0.01098292714839824
151,0.011182136802461445
152,0.011380106601017157
153,0.011579397908097436
154,0.011782667491830668
155,0.011986464885017617
156,0.012192293199817574
157,0.01239653279329403
158,0.012601331399214639
159,0.012807856043744258
160,0.01301280542866603
161,0.013221540169454869
162,0.013430555457921494
163,0.01364363244940087
164,0.013856293778093835
165,0.014065536490987999
166,0.014279367194324342
167,0.014493945483887017
168,0.014707657667557664
169,0.014924058791250009
170,0.015140834065392208
171,0.015360901859059198
172,0.015581045413079381
173,0.015805355941487128
174,0.01602849111204812
175,0.016253257425069254
176,0.016484029336683168
177,0.01671714577684096
178,0.01694658287973312
179,0.01717544316592482
180,0.017402205398827378
181,0.017627449878247426
182,0.01785353153847265
183,0.018081639225832485
184,0.018310149496327623
185,0.018538600615764927
186,0.018769550088955384
187,0.0190073676896819
188,0.019247247279527056
189,0.01948825028625009
190,0.01972490227494212
191,0.019963594085274792
192,0.020207648929645484
193,0.02044616750312254
194,0.020689737779543492
195,0.020933184723234
196,0.021180260534448367
197,0.021430481082122078
198,0.02168122210232049
199,0.02193216181935954
200,0.022180530139300554
201,0.022431703987143996
202,0.022684490341289585
203,0.022941429032737475
204,0.023199269542029177
205,0.023457771553389576
206,0.023719714195138696
207,0.023979361483407003
208,0.02423693972722709
209,0.024498819298987923
210,0.02475993629126075
211,0.02502275691578382
212,0.025284104665671756
213,0.025550791364391343
214,0.02581766995282885
215,0.02608795107967028
216,0.026360087694269552
217,0.026631147138468064
218,0.02690534558393085
219,0.02717900369169423
220,0.027456992352278352
221,0.0277380730738172
222,0.028021113179119237
223,0.028304693212660423
224,0.028589158087637036
225,0.028873158958921497
226,0.029160547603944764
227,0.029447588947829915
228,0.029737965784316974
229,0.030032252690492936
230,0.0303272811941993
231,0.03062412603114829
232,0.030923449673539584
233,0.031223743339145706
234,0.03152730138190763
235,0.031829956774990995
236,0.032134055098227095
237,0.0324425584832815
238,0.03275302203384715
239,0.033068039139147076
240,0.03338672132838013
241,0.03370865383698144
242,0.03402932575767613
243,0.03435033555034938
244,0.034673451800489856
245,0.03499631265448044
246,0.03532621964749684
247,0.03565651382397501
248,0.03599022082765498
249,0.036324348241810016
250,0.03666051952286056
251,0.03700163188346548
252,0.037347120326322564
253,0.03769751243995141
254,0.03805115395188009
255,0.0384046968025208
256,0.03876064500369203
257,0.039116656087375065
258,0.03947592501712077
259,0.03983882354488648
260,0.0402059781434067
261,0.040580317450692724
262,0.040959759220359694
263,0.04134358426635782
264,0.0417345876636905
265,0.04212926438298437
266,0.04253031577482362
267,0.04293576798745948
268,0.04334449489164411
269,0.0437587841848831
270,0.04418135041217216
271,0.044612058405611936
272,0.04505052070810933
273,0.045496129050561974
274,0.04594861407006294
275,0.04640702461537243
276,0.04687088617901669
277,0.04734420247788791
278,0.047819627325048075
279,0.0483061210281769
280,0.04879900986987744
281,0.04930503543781546
282,0.04981767479958769
283,0.050334297426752335
284,0.050859393930960374
285,0.05139005126903393
286,0.05193080327584312
287,0.052485969939493095
288,0.053054611813439956
289,0.053632384859526934
290,0.054221693178359606
291,0.05482073976127111
292,0.0554354156800451
293,0.05606326902399005
294,0.05670351387562448
295,0.05735338881959083
296,0.05801727945303995
297,0.05869927753062729
298,0.05939271070655435
299,0.06010083546869655
300,0.06082831465672007
301,0.06157040472248728
302,0.06233250671806564
303,0.06311618990303974
304,0.06391953473745493
305,0.06474370789927428
306,0.06559062704856908
307,0.06646319588328
308,0.06736210119841256
309,0.06828584944247745
310,0.06923228079663989
311,0.07020658484393515
312,0.0712110354774675
313,0.07224380831338749
314,0.07331209859080987
315,0.07441322683007653
316,0.07555207247803762
317,0.07673348446363651
318,0.0779528416102835
319,0.07922186874194916
320,0.0805440800538876
321,0.08192353108932576
322,0.08335723052238926
323,0.08485563190757886
324,0.08641941153854871
325,0.08805461818042351
326,0.08977759002262826
327,0.09161085358951317
328,0.09359114589204356
329,0.09578101996908533
330,0.09834014633013237
331,0.10169949293286017
332,0.10699572523670531
333,0.11766909994329701
334,0.14513770779075394
335,0.2139828463243654
336,0.3672303030913022
337,0.7983977268982838
338,2.2166151436614983
339,5.8535007590687895
340,9.487856385390797
341,13.11940834819953
342,16.748187710505572
343,20.374224046170475
344,23.9975462324578
345,27.618182470979452
346,31.23616030703123
347,34.85150664797899
348,38.46424778101856
349,42.074409390328405
350,45.68201657363776
351,49.28709385823651
352,52.889665216451455
353,56.48975408061225
354,60.08738335752893
355,63.68257544250181
356,67.2753522328834
357,70.86573514121078
358,74.45374510792598
359,78.03940261370117
360,81.62272769138394
361,85.20373993757806
362,88.78245852387354
363,92.35890220773949
364,95.93308934309248
365,99.50503789055256
366,103.0747654273984
367,106.64228915723247
