y,x,phi,curl
0,0,1810.1058877269095,0.0
0,20,1800.8097157721534,3.469446951953614e-18
0,40,1579.9857653115596,-1.0408340855860843e-17
0,60,1657.1569155001077,0.0
0,80,1656.7442915365293,-1.734723475976807e-18
0,100,1331.7571730560292,-1.734723475976807e-18
0,120,1670.3711974139446,-1.0842021724855044e-19
20,0,1702.3782851687781,0.0
20,20,1489.3946538590296,0.0
20,40,1443.2841749803163,-1.734723475976807e-18
20,60,1792.978012076409,0.0
20,80,1926.6146538987648,-4.336808689942018e-19
20,100,1712.622555177445,-1.0842021724855044e-19
20,120,1513.6532739664729,1.734723475976807e-18
40,0,1665.9028716535581,0.0
40,20,1957.0322152397202,4.336808689942018e-19
40,40,1562.9611359438088,3.469446951953614e-18
40,60,1462.7048579419964,3.469446951953614e-18
40,80,1806.881805287668,0.0
40,100,1694.8846342612255,0.0
40,120,1796.1881884704385,-8.673617379884035e-19
60,0,1627.0053323088068,0.0
60,20,1625.0819595814698,0.0
60,40,1525.3076517129105,-3.469446951953614e-18
60,60,1584.103477259174,0.0
60,80,1972.602255519808,1.734723475976807e-18
60,100,1830.4982136431831,-3.469446951953614e-18
60,120,1765.837050971901,-1.734723475976807e-18
80,0,1562.7395075369934,0.0
80,20,1646.8515997761351,1.734723475976807e-18
80,40,1823.9355002255452,4.336808689942018e-19
80,60,1637.1105272134766,-6.938893903907228e-18
80,80,1613.1025359375817,0.0
80,100,1634.7957497388381,8.673617379884035e-19
80,120,1720.2897169354555,3.469446951953614e-18
100,0,1746.7548450169932,1.734723475976807e-18
100,20,1797.5627491337004,0.0
100,40,1714.4287974497322,-3.903127820947816e-18
100,60,1686.4685005899848,-3.469446951953614e-18
100,80,1774.536812565856,-6.505213034913027e-19
100,100,1681.7410959994843,-1.734723475976807e-18
100,120,1807.3219883333031,0.0
120,0,1996.414197788175,4.336808689942018e-19
120,20,1709.3242113724002,0.0
120,40,1779.6040489155835,0.0
120,60,1551.1090254045225,1.3877787807814457e-17
120,80,1704.2543523832348,0.0
120,100,1513.4633730474347,4.336808689942018e-19
120,120,1811.355848073038,0.0
