radius_px,mean_curl
0,0.0008208439103327692
1,0.0006715995259582996
2,0.0003606738173402846
3,0.0002487405436113477
4,0.0002331942814635113
5,0.0002437657385598868
6,0.00019899243488907814
7,0.00020521096303127706
