y,x,phi,curl
0,0,1750.4363110167335,4.336808689942018e-19
0,20,1791.8317586592123,-1.0408340855860843e-17
0,40,1623.9407148611308,-1.3877787807814457e-17
0,60,1766.775642695842,0.0
0,80,1754.9923050945013,0.0
0,100,1487.4907374051138,0.0
0,120,1614.4320622654132,0.0
20,0,1680.6634197581643,0.0
20,20,1482.044617089944,-3.469446951953614e-18
20,40,1558.3482099647438,0.0
20,60,1870.402849284366,0.0
20,80,1899.1479399603616,0.0
20,100,1764.1885970346848,-5.421010862427522e-20
20,120,1469.255407740376,1.5178830414797062e-18
40,0,1775.2878557372553,0.0
40,20,1889.4246092105964,4.336808689942018e-19
40,40,1601.895099306552,0.0
40,60,1521.8687395052627,-1.734723475976807e-18
40,80,1899.3602619226463,-8.673617379884035e-19
40,100,1671.157628899487,2.168404344971009e-19
40,120,1810.191958094566,-1.734723475976807e-18
60,0,1683.2768643620204,-5.421010862427522e-17
60,20,1551.8283657955599,-1.734723475976807e-18
60,40,1533.6791861148565,-3.469446951953614e-18
60,60,1616.1751093504608,8.673617379884035e-18
60,80,1908.9833089309268,0.0
60,100,1877.6366993182153,0.0
60,120,1839.5358146938368,5.4643789493269423e-17
80,0,1595.843459881362,1.734723475976807e-18
80,20,1618.8211721506061,3.469446951953614e-18
80,40,1777.0913900251107,-4.336808689942018e-19
80,60,1607.8757469960453,1.5612511283791264e-17
80,80,1722.9168209940906,-8.673617379884035e-19
80,100,1682.1860385667007,0.0
80,120,1760.0707726993032,4.336808689942018e-18
100,0,1747.629661276483,0.0
100,20,1850.0817814455388,0.0
100,40,1689.7410586767764,0.0
100,60,1679.6051800077128,3.469446951953614e-18
100,80,1783.637461885722,0.0
100,100,1681.4615183125095,0.0
100,120,1823.1535790524213,-8.673617379884035e-19
120,0,1941.1577538893791,-2.168404344971009e-19
120,20,1721.8718676603737,0.7853981633974483
120,40,1710.328860432901,0.0
120,60,1558.1882845043074,-3.469446951953614e-18
120,80,1657.1585608348062,-3.469446951953614e-18
120,100,1669.4820737499713,-8.673617379884035e-19
120,120,1776.5228515342174,0.0
