step,vortices_pos,vortices_neg,net_local_charge
0,18,17,1
1,17,15,2
2,15,13,2
3,15,13,2
4,15,13,2
5,16,14,2
6,16,14,2
7,16,15,1
8,14,15,-1
9,16,14,2
10,12,10,2
11,14,12,2
12,14,13,1
13,14,12,2
14,12,10,2
15,12,12,0
16,11,11,0
17,12,10,2
18,12,10,2
19,11,9,2
20,11,9,2
21,10,9,1
22,10,9,1
23,9,8,1
24,9,8,1
25,11,10,1
26,8,9,-1
27,8,8,0
28,8,8,0
29,10,8,2
30,8,8,0
31,9,8,1
32,9,8,1
33,8,8,0
34,11,10,1
35,7,8,-1
36,8,8,0
37,8,10,-2
38,7,8,-1
39,9,7,2
40,8,8,0
41,9,8,1
42,8,8,0
43,8,8,0
44,8,8,0
45,8,8,0
46,5,5,0
47,7,7,0
48,7,7,0
49,7,7,0
50,7,7,0
51,6,7,-1
52,5,6,-1
53,5,6,-1
54,6,6,0
55,6,6,0
56,6,6,0
57,5,7,-2
58,4,6,-2
59,5,6,-1
60,6,7,-1
61,5,5,0
62,5,5,0
63,5,4,1
64,5,4,1
65,5,4,1
66,5,6,-1
67,3,3,0
68,3,3,0
69,4,3,1
70,4,3,1
71,3,4,-1
72,3,3,0
73,3,4,-1
74,4,2,2
75,2,1,1
76,2,1,1
77,1,2,-1
78,1,2,-1
79,2,1,1
80,2,1,1
81,2,1,1
82,3,1,2
83,3,1,2
84,3,1,2
85,3,1,2
86,3,2,1
87,3,2,1
88,3,2,1
89,3,2,1
90,3,2,1
91,3,3,0
92,3,2,1
93,4,2,2
94,3,2,1
95,3,3,0
96,3,3,0
97,4,2,2
98,4,2,2
99,4,3,1
100,4,2,2
101,4,2,2
102,4,3,1
103,4,2,2
104,4,2,2
105,4,2,2
106,4,2,2
107,4,2,2
108,4,2,2
109,4,2,2
110,4,2,2
111,4,2,2
112,4,2,2
113,3,2,1
114,4,2,2
115,3,2,1
116,3,2,1
117,3,2,1
118,4,2,2
119,4,2,2
120,4,2,2
121,4,2,2
122,4,2,2
123,4,2,2
124,4,2,2
125,4,2,2
126,4,2,2
127,4,2,2
128,4,2,2
129,4,2,2
130,4,2,2
131,4,2,2
132,4,2,2
133,4,2,2
134,4,2,2
135,4,2,2
136,4,2,2
137,4,2,2
138,4,2,2
139,4,2,2
140,4,2,2
141,4,2,2
142,3,3,0
143,4,2,2
144,4,2,2
145,3,3,0
146,4,2,2
147,4,2,2
148,4,2,2
149,4,2,2
150,4,2,2
151,4,2,2
152,4,2,2
153,4,2,2
154,4,2,2
155,4,2,2
156,4,3,1
157,4,2,2
158,4,2,2
159,4,2,2
160,4,2,2
161,4,2,2
162,4,2,2
163,4,2,2
164,4,2,2
165,4,2,2
166,4,2,2
167,4,2,2
168,4,2,2
169,4,2,2
170,4,2,2
171,4,2,2
172,4,2,2
173,4,2,2
174,4,2,2
175,4,2,2
176,4,2,2
177,4,3,1
178,4,2,2
179,4,3,1
180,4,3,1
181,4,2,2
182,4,2,2
183,3,2,1
184,4,3,1
185,4,2,2
186,4,2,2
187,4,3,1
188,4,3,1
189,3,3,0
190,4,3,1
191,3,3,0
192,4,3,1
193,4,2,2
194,4,2,2
195,4,2,2
196,4,2,2
197,3,2,1
198,4,3,1
199,4,2,2
200,4,3,1
201,3,2,1
202,3,2,1
203,3,2,1
204,2,2,0
205,2,2,0
206,4,2,2
207,3,2,1
208,3,2,1
209,3,2,1
210,4,2,2
211,3,2,1
212,3,2,1
213,2,2,0
214,1,1,0
215,2,1,1
216,2,1,1
217,2,1,1
218,2,1,1
219,2,1,1
220,2,1,1
221,1,1,0
222,1,1,0
223,1,1,0
224,1,1,0
225,1,1,0
226,1,1,0
227,1,1,0
228,1,1,0
229,2,1,1
230,2,1,1
231,1,1,0
232,2,1,1
233,2,1,1
234,2,1,1
235,2,1,1
236,1,1,0
237,1,1,0
238,2,1,1
239,2,1,1
240,2,1,1
241,2,1,1
242,2,1,1
243,2,1,1
244,2,1,1
245,1,1,0
246,2,1,1
247,2,1,1
248,2,1,1
249,2,1,1
250,2,1,1
251,1,1,0
252,1,1,0
253,1,1,0
254,1,1,0
255,2,1,1
256,1,1,0
257,1,1,0
258,1,1,0
259,1,1,0
260,1,1,0
261,2,1,1
