step,num_pos,num_neg,net_charge,total_vortices
0,2545,2563,-18,5108
1,2443,2460,-17,4903
2,2317,2331,-14,4648
3,2265,2278,-13,4543
4,2172,2185,-13,4357
5,2109,2122,-13,4231
6,2047,2058,-11,4105
7,1975,1984,-9,3959
8,1920,1930,-10,3850
9,1867,1877,-10,3744
10,1817,1827,-10,3644
11,1761,1771,-10,3532
12,1687,1696,-9,3383
13,1640,1650,-10,3290
14,1596,1607,-11,3203
15,1542,1552,-10,3094
16,1502,1512,-10,3014
17,1453,1461,-8,2914
18,1407,1415,-8,2822
19,1373,1380,-7,2753
20,1332,1339,-7,2671
21,1292,1298,-6,2590
22,1257,1262,-5,2519
23,1221,1226,-5,2447
24,1194,1198,-4,2392
25,1173,1175,-2,2348
26,1152,1154,-2,2306
27,1128,1129,-1,2257
28,1101,1102,-1,2203
29,1065,1066,-1,2131
30,1048,1049,-1,2097
31,1022,1023,-1,2045
32,992,993,-1,1985
33,973,974,-1,1947
34,952,953,-1,1905
35,925,925,0,1850
36,903,902,1,1805
37,881,879,2,1760
38,857,853,4,1710
39,838,835,3,1673
40,809,806,3,1615
41,790,786,4,1576
42,772,769,3,1541
43,756,752,4,1508
44,742,738,4,1480
45,722,718,4,1440
46,704,700,4,1404
47,691,687,4,1378
48,682,678,4,1360
49,666,662,4,1328
50,655,651,4,1306
51,641,637,4,1278
52,626,623,3,1249
53,610,607,3,1217
54,600,597,3,1197
55,590,588,2,1178
56,579,578,1,1157
57,572,571,1,1143
58,568,567,1,1135
59,555,554,1,1109
60,550,548,2,1098
61,538,537,1,1075
62,536,535,1,1071
63,523,522,1,1045
64,510,509,1,1019
65,504,503,1,1007
66,491,490,1,981
67,480,479,1,959
68,478,477,1,955
69,466,466,0,932
70,452,453,-1,905
71,446,447,-1,893
72,439,440,-1,879
73,432,433,-1,865
74,428,429,-1,857
75,420,420,0,840
76,411,410,1,821
77,406,406,0,812
78,400,400,0,800
79,394,394,0,788
80,388,388,0,776
81,384,384,0,768
82,380,380,0,760
83,375,375,0,750
84,371,371,0,742
85,368,368,0,736
86,365,365,0,730
87,361,361,0,722
88,357,357,0,714
89,354,354,0,708
90,352,352,0,704
91,346,346,0,692
92,341,341,0,682
93,338,338,0,676
94,336,336,0,672
95,333,333,0,666
96,328,328,0,656
97,327,327,0,654
98,322,322,0,644
99,318,318,0,636
100,318,318,0,636
101,312,312,0,624
102,311,311,0,622
103,306,306,0,612
104,303,303,0,606
105,302,302,0,604
106,300,300,0,600
107,297,297,0,594
108,295,295,0,590
109,291,291,0,582
110,289,289,0,578
111,286,286,0,572
112,283,283,0,566
113,282,282,0,564
114,279,279,0,558
115,277,277,0,554
116,275,275,0,550
117,271,271,0,542
118,270,270,0,540
119,269,269,0,538
120,266,265,1,531
121,262,261,1,523
122,262,261,1,523
123,262,261,1,523
124,259,258,1,517
125,257,256,1,513
126,254,253,1,507
127,251,250,1,501
128,249,248,1,497
129,249,248,1,497
130,246,245,1,491
131,246,244,2,490
132,244,243,1,487
133,244,243,1,487
134,243,242,1,485
135,241,240,1,481
136,239,238,1,477
137,237,236,1,473
138,235,234,1,469
139,232,231,1,463
140,228,227,1,455
141,228,227,1,455
142,228,227,1,455
143,228,227,1,455
144,224,222,2,446
145,223,221,2,444
146,224,222,2,446
147,221,219,2,440
148,220,218,2,438
149,218,216,2,434
150,215,213,2,428
151,213,212,1,425
152,213,212,1,425
153,210,210,0,420
154,210,210,0,420
155,208,208,0,416
156,206,206,0,412
157,205,205,0,410
158,202,202,0,404
159,201,201,0,402
160,200,200,0,400
161,199,198,1,397
162,196,195,1,391
163,194,193,1,387
164,194,193,1,387
165,193,192,1,385
166,191,190,1,381
167,190,189,1,379
168,187,186,1,373
169,185,184,1,369
170,184,183,1,367
171,183,182,1,365
172,183,182,1,365
173,183,182,1,365
174,183,182,1,365
175,181,180,1,361
176,179,178,1,357
177,179,178,1,357
178,177,176,1,353
179,177,176,1,353
180,176,175,1,351
181,174,173,1,347
182,173,172,1,345
183,169,168,1,337
184,169,168,1,337
185,169,168,1,337
186,167,166,1,333
187,166,165,1,331
188,166,165,1,331
189,165,164,1,329
190,165,164,1,329
191,164,163,1,327
192,163,162,1,325
193,163,162,1,325
194,164,163,1,327
195,163,162,1,325
