y,x,dominant_freq_Hz,energy_J,mass_kg,mass_ratio
80,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
80,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
80,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
80,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
80,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
80,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,0,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,20,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,40,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,60,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,80,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,100,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,120,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
100,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,0,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,20,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,40,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,60,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,80,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,100,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,120,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
120,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,0,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,20,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,40,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,60,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,80,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,100,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,120,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
140,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,0,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,20,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,40,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,60,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,80,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,100,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,120,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
160,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,0,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,20,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,40,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,60,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,80,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,100,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,120,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
180,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,0,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,20,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,40,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,60,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,80,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,100,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,120,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
200,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,0,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,20,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,40,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,60,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,80,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,100,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,120,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
220,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,0,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,20,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,40,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,60,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,80,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,100,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,120,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,140,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,160,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,180,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,200,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,220,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
240,240,1.0000000000000001e+18,6.626070150000001e-16,7.372497323812709e-33,0.008093299920080113
