step,num_pos,num_neg,net_charge,total_vortices
0,2221,2229,-8,4450
25,295,296,-1,591
50,163,164,-1,327
75,112,111,1,223
100,73,73,0,146
125,60,59,1,119
150,51,50,1,101
175,46,45,1,91
200,43,41,2,84
225,40,37,3,77
250,35,35,0,70
275,30,30,0,60
300,28,27,1,55
325,25,25,0,50
350,19,19,0,38
375,13,13,0,26
400,12,12,0,24
425,12,12,0,24
450,12,12,0,24
475,12,12,0,24
500,12,12,0,24
525,12,12,0,24
550,12,12,0,24
575,12,12,0,24
600,12,12,0,24
625,12,12,0,24
650,12,12,0,24
675,12,12,0,24
700,12,12,0,24
725,12,12,0,24
750,12,12,0,24
775,12,12,0,24
800,12,12,0,24
825,12,12,0,24
850,12,12,0,24
875,12,12,0,24
900,12,12,0,24
925,12,12,0,24
950,12,12,0,24
975,12,12,0,24
1000,12,12,0,24
1025,12,12,0,24
1050,11,11,0,22
1075,11,11,0,22
1100,11,11,0,22
1125,11,11,0,22
1150,11,11,0,22
1175,10,10,0,20
1200,10,10,0,20
1225,10,10,0,20
1250,10,10,0,20
1275,10,10,0,20
1300,10,10,0,20
1325,10,10,0,20
1350,10,10,0,20
1375,10,10,0,20
1400,10,10,0,20
1425,10,10,0,20
1450,10,10,0,20
1475,10,10,0,20
1500,10,10,0,20
1525,10,10,0,20
1550,10,10,0,20
1575,10,10,0,20
1600,10,10,0,20
1625,10,10,0,20
1650,10,10,0,20
1675,10,10,0,20
1700,10,10,0,20
1725,10,10,0,20
1750,10,10,0,20
1775,10,10,0,20
1800,10,10,0,20
1825,10,10,0,20
1850,10,10,0,20
1875,10,10,0,20
1900,10,10,0,20
1925,10,10,0,20
1950,10,10,0,20
1975,10,10,0,20
