radius_px,mean_curl
0,0.00020723804482258856
1,0.00017740842304192483
2,0.0002229381789220497
3,0.0003064615302719176
4,0.0003304824640508741
5,0.00027097994461655617
6,0.0002774955064523965
7,0.00013109394058119506
