frequency_Hz,amplitude
0.0,1.789931494904685e+249
1.0000000000000001e+18,3.174931641837861e+282
2.0000000000000003e+18,3.1716883693288354e+282
3.0000000000000005e+18,3.1662977563376546e+282
4.0000000000000005e+18,3.1587819046011433e+282
5.000000000000001e+18,3.1491714395992493e+282
6.000000000000001e+18,3.1375052008468327e+282
7.000000000000001e+18,3.123829853797399e+282
8.000000000000001e+18,3.1081994305121023e+282
9.000000000000001e+18,3.090674807391826e+282
1.0000000000000002e+19,3.071323129177728e+282
1.1000000000000002e+19,3.050217189079446e+282
1.2000000000000002e+19,3.027434775282048e+282
1.3000000000000002e+19,3.003057994215026e+282
1.4000000000000002e+19,2.9771725808506844e+282
1.5000000000000002e+19,2.9498672059539094e+282
1.6000000000000002e+19,2.9212327896567603e+282
1.7000000000000002e+19,2.8913618300099685e+282
1.8000000000000002e+19,2.8603477543035046e+282
1.9000000000000004e+19,2.8282842999854577e+282
2.0000000000000004e+19,2.795264930977855e+282
2.1000000000000004e+19,2.761382294124348e+282
2.2000000000000004e+19,2.726727719439198e+282
2.3000000000000004e+19,2.6913907667877486e+282
2.4000000000000004e+19,2.6554588206399354e+282
2.5000000000000004e+19,2.6190167336194567e+282
2.6000000000000004e+19,2.582146518737059e+282
2.7000000000000004e+19,2.544927089457555e+282
2.8000000000000004e+19,2.507434046112482e+282
2.9000000000000004e+19,2.4697395066363926e+282
3.0000000000000004e+19,2.431911979173499e+282
3.1000000000000004e+19,2.394016273768976e+282
3.2000000000000004e+19,2.3561134501198215e+282
3.3000000000000004e+19,2.318260798205951e+282
3.4000000000000004e+19,2.2805118485446363e+282
3.5000000000000004e+19,2.2429164088008e+282
3.6000000000000004e+19,2.205520623532572e+282
3.700000000000001e+19,2.168367053946306e+282
3.800000000000001e+19,2.1314947746684774e+282
3.900000000000001e+19,2.0949394847053413e+282
4.000000000000001e+19,2.058733629946461e+282
4.100000000000001e+19,2.0229065347686287e+282
4.200000000000001e+19,1.9874845405057444e+282
4.300000000000001e+19,1.9524911487625319e+282
4.400000000000001e+19,1.9179471677614217e+282
4.500000000000001e+19,1.8838708601182576e+282
4.600000000000001e+19,1.85027809064138e+282
4.700000000000001e+19,1.8171824729374232e+282
4.800000000000001e+19,1.7845955137844038e+282
4.900000000000001e+19,1.7525267543973508e+282
5.000000000000001e+19,1.720983907862969e+282
5.100000000000001e+19,1.689972992157668e+282
5.200000000000001e+19,1.6594984582875534e+282
5.300000000000001e+19,1.629563313200069e+282
5.400000000000001e+19,1.6001692372154974e+282
5.500000000000001e+19,1.571316695812839e+282
5.600000000000001e+19,1.5430050456797735e+282
5.700000000000001e+19,1.515232635001052e+282
5.800000000000001e+19,1.4879968980146231e+282
5.900000000000001e+19,1.4612944439110867e+282
6.000000000000001e+19,1.4351211401903136e+282
6.100000000000001e+19,1.4094721906202553e+282
6.200000000000001e+19,1.3843422079678428e+282
6.300000000000001e+19,1.3597252816910867e+282
6.400000000000001e+19,1.3356150407959147e+282
6.500000000000001e+19,1.3120047120713525e+282
6.600000000000001e+19,1.2888871739231478e+282
6.700000000000001e+19,1.2662550060292687e+282
6.800000000000001e+19,1.2441005350413585e+282
6.900000000000001e+19,1.2224158765547684e+282
7.000000000000001e+19,1.2011929735664006e+282
7.100000000000001e+19,1.180423631634786e+282
7.200000000000001e+19,1.1600995509508139e+282
7.300000000000001e+19,1.1402123555205873e+282
7.400000000000002e+19,1.1207536196542561e+282
7.500000000000002e+19,1.1017148919465595e+282
7.600000000000002e+19,1.0830877169263064e+282
7.700000000000002e+19,1.0648636545434354e+282
7.800000000000002e+19,1.047034297653462e+282
7.900000000000002e+19,1.0295912876505087e+282
8.000000000000002e+19,1.0125263283914258e+282
8.100000000000002e+19,9.958311985451154e+281
8.200000000000002e+19,9.794977624929262e+281
8.300000000000002e+19,9.63517979898039e+281
8.400000000000002e+19,9.478839140540767e+281
8.500000000000002e+19,9.32587739115855e+281
8.600000000000002e+19,9.176217463080933e+281
8.700000000000002e+19,9.029783492013065e+281
8.800000000000002e+19,8.886500881376522e+281
8.900000000000002e+19,8.746296338835906e+281
9.000000000000002e+19,8.60909790580477e+281
9.100000000000002e+19,8.474834980588939e+281
9.200000000000002e+19,8.343438335775334e+281
9.300000000000002e+19,8.214840130426885e+281
9.400000000000002e+19,8.088973917600663e+281
9.500000000000002e+19,7.965774647664793e+281
9.600000000000002e+19,7.845178667851497e+281
9.700000000000002e+19,7.727123718448052e+281
9.800000000000002e+19,7.611548925993927e+281
9.900000000000002e+19,7.498394793821607e+281
1.0000000000000002e+20,7.387603190250124e+281
1.0100000000000002e+20,7.279117334713333e+281
1.0200000000000002e+20,7.172881782081119e+281
1.0300000000000002e+20,7.068842405408035e+281
1.0400000000000002e+20,6.966946377323895e+281
1.0500000000000002e+20,6.867142150260698e+281
1.0600000000000002e+20,6.769379435692717e+281
1.0700000000000002e+20,6.67360918255032e+281
