step,phi_center_abs
0,0.2001618449732608
1,0.4001991731466881
2,0.6001211696124182
3,0.7999173414389651
4,0.9995704523505515
5,1.1990688689916587
6,1.3983939808540664
7,1.5975049521391353
8,1.7963633537622177
9,1.9949316609553773
10,2.193171746035378
11,2.391061148325648
12,2.5885774753211517
13,2.7856996948088306
14,2.9824090547186475
15,3.178677383668075
16,3.374474561993097
17,3.56977137468052
18,3.7645598425341253
19,3.9588146035484804
20,4.152516091333956
21,4.345646990548619
22,4.53818875642969
23,4.7301268199563635
24,4.921457229714576
25,5.112175278168107
26,5.302285469012931
27,5.491805059536165
28,5.680767902408296
29,5.869213343834947
30,6.057230947035687
31,6.244934072931925
32,6.432529034685219
33,6.620293728391923
34,6.808678468905246
35,6.998333258296786
36,7.190287334923914
37,7.386085008435094
38,7.588185177950671
39,7.8004328802630765
40,8.02895728817068
41,8.283541009956943
42,8.58040979399456
43,8.946643766933354
44,9.429209968815016
45,10.11282595656629
46,11.154311311505914
47,12.807702509918382
48,15.519340840944267
49,19.052665968877776
50,22.584057356690366
51,26.11495914762566
52,29.644545710408686
53,33.1723244505345
54,36.697928927072454
55,40.22114232748682
56,43.74193210085313
57,47.26037318208046
58,50.77653026302295
59,54.29046324753334
60,57.8022274989308
61,61.31187440675488
62,64.81945268709501
63,68.32500932216614
64,71.82858958575443
65,75.3302370823902
66,78.82999378876656
67,82.32790010421395
68,85.82399490700686
69,89.31831560859621
70,92.81089820585856
71,96.30177733143529
72,99.59098630223502
73,102.8786271661712
74,106.16477569120876
75,109.4495047318323
76,112.73288431119785
77,116.01498170201216
78,119.29586150355549
79,122.57558571763926
80,125.85421382343146
81,129.13180285109073
82,132.4084074541585
83,135.68407998066624
84,138.95887054292126
85,142.23282708594084
86,145.50599545451064
87,148.77841945884825
88,152.05014093885762
89,155.3211998269645
90,158.59163420952697
91,161.86148038681935
92,165.13077293158958
93,168.39954474619552
94,171.66782703403936
95,174.93564936095203
96,178.2030397146925
97,181.47002456260904
98,184.73662890750867
99,188.00287634178065
100,191.26878909981934
101,194.534388108791
102,197.79969303778796
103,201.0647223454139
104,204.32949332584212
105,207.59402215338875
106,210.85832392564157
107,214.1224127051848
108,217.3863015599589
109,220.65000260229405
110,223.91352702665506
111,227.1768851461346
112,230.44008642773073
113,233.70313952644446
114,236.96605231823136
115,240.2288319318413
116,243.49148477957922
117,246.7540165870189
118,250.0164324217014
119,253.27873672084868
120,256.540933318122
121,259.8030254694545
122,263.06501587798647
123,266.3269067181778
124,269.58869965911754
125,272.85039588705024
126,276.1119961271379
127,279.3735006644779
128,282.6349093643956
129,285.8962216919839
130,289.1574367309158
131,292.4185532015554
132,295.6795694783928
133,298.94048360682484
134,302.2012933193069
135,305.4619960508955
136,308.72258895420464
137,311.98306891379553
138,315.24343256002015
139,318.5036762823371
140,321.763796242119
141,325.0237883849683
142,328.28364845256016
143,331.7433719940271
144,335.2013849019034
145,338.6576946889022
146,342.11080964083294
147,345.56081747222186
148,349.00780219501763
149,352.45184428206267
150,355.69302082284884
151,358.9359740969463
152,362.1806255444335
153,365.4268995333931
154,368.6747232275911
155,371.9240264607628
156,375.1747416171591
157,378.4268035180227
158,381.6801493136845
159,384.93471838098515
160,388.1904522257438
161,391.4472943900112
162,394.70519036385724
163,397.964087501458
164,401.22393494125936
165,404.48468353000624
166,407.74628575043727
167,411.00869565245705
168,414.27186878760625
169,417.53576214666106
170,420.8003341002012
171,424.0655443419953
172,427.3313538350597
173,430.5977247602553
174,433.86462046729264
175,437.13200542802485
176,440.3998451919116
177,443.66810634354505
178,446.9352569871352
179,450.2013229181191
180,453.46632868427645
181,456.73029763945505
182,459.9932519949493
183,463.25521286863807
184,466.5162003319847
185,469.7762334549952
186,473.03533034922793
187,476.29350820894297
188,479.5507833504741
189,482.8071712499045
190,486.0626865791216
191,489.31734324032374
192,492.5711543990485
193,495.8241325157877
194,499.0762893762522
195,502.327636120347
196,505.5781832699131
197,508.82794075529085
198,512.0769179407569
199,515.3251236488837
200,518.5725661838698
201,521.8192533538851
202,525.0651924924747
203,528.3103904790622
204,531.5548537585915
205,534.7985883603446
206,538.0415999159708
207,541.2838936767622
208,544.5254745302075
209,547.7663470158545
210,551.0065153405124
211,554.2459833928204
212,557.484754757212
213,560.7228327272985
214,563.9602203186978
215,567.1969202813316
216,570.4329351112139
217,573.6682670617519
218,576.9029181545799
219,580.1368901899465
220,583.3701847566732
221,586.6028032417029
222,589.8347468392544
223,593.0660165596021
224,596.2966129846329
225,599.5265363002861
226,602.7557863269832
227,605.9843625481668
228,609.2122641370565
229,612.4394899817265
230,615.6660387086018
231,618.8919087044665
232,622.1170981370685
233,625.3416049744073
234,628.5654270027765
235,631.7885618436381
236,635.0110069693974
237,638.2327597181402
238,641.4538173073978
239,644.6741768469936
240,647.8938353510295
241,651.1127897490601
242,654.3310368965057
243,657.5485735843483
244,660.7653965481546
245,663.9815024764655
246,667.1968880185917
247,670.4115497918508
248,673.6254843882793
249,676.8386883808531
250,680.0511583292449
251,683.2628907851491
252,686.4738822971988
253,689.684129415501
254,692.8936286957685
255,696.1023767030738
256,699.3103700152574
257,702.5176052260138
258,705.7240789476796
259,708.9297878137463
260,712.1347284811199
261,715.3388976321431
262,718.5422919764037
263,721.74490825234
264,724.9467432286633
265,728.14779370561
266,731.3480565160369
267,734.547528526373
268,737.7462066374379
269,740.9440877851401
270,744.1411689410618
271,747.3374471129433
272,750.5329193450724
273,753.7275827185887
274,756.9214343517095
275,760.1144713998843
276,763.3066910558841
277,766.4980905498318
278,769.6886671491784
279,772.8784181586315
280,776.0673409200382
281,779.2554328122297
282,782.4426912508296
283,785.6291136880294
284,788.8146976123364
285,791.9994405482954
286,795.1833400561873
287,798.3663937317083
288,801.5485992056311
289,804.7299541434503
290,807.9104562450146
291,811.0901032441478
292,814.2688929082593
293,817.4468230379471
294,820.6238914665931
295,823.8000960599543
296,826.9754347157473
297,830.1499053632326
298,833.3235059627942
299,836.4962345055193
300,839.6680890127767
301,842.8390675357962
302,846.0091681552483
303,849.1783889808255
304,852.3467281508258
305,855.5141838317389
306,858.6807542178349
307,861.8464375307565
308,865.0112320191155
309,868.1751359580923
310,871.33814764904
311,874.5002654190936
312,877.6614876207827
313,880.8218126316501
314,883.981238853875
315,887.1397647139006
316,890.2973886620684
317,893.4541091722564
318,896.6099247415228
319,899.7648338897565
320,902.9188351593305
321,906.071927114763
322,909.2241083423828
323,912.3753774500002
324,915.5257330665834
325,918.6751738419404
326,921.8236984464058
327,924.9713055705334
328,928.1179939247937
329,931.2637622392766
330,934.4086092633993
331,937.5525337656192
332,940.695534533152
333,943.8376103716944
334,946.9787601051518
335,950.1189825753709
336,953.2582766418767
337,956.3966411816148
338,959.5340750886969
339,962.6705772741527
340,965.8061466656842
341,968.9407822074256
342,972.0744828597075
343,975.2072475988241
344,978.3390754168057
345,981.4699653211945
346,984.5999163348247
347,987.7289274956057
348,990.8569978563107
349,993.9841264843668
350,997.1103124616504
351,1000.2355548842855
352,1003.3598528624453
353,1006.4832055201581
354,1009.6056119951147
355,1012.7270714384814
356,1015.8475830147141
357,1018.9671459013771
358,1022.0857592889636
359,1025.2034223807207
360,1028.3201343924754
361,1031.4358945524657
362,1034.5507021011726
363,1037.664556291156
364,1040.7774563868927
365,1043.8894016646175
366,1047.000391412166
367,1050.1104249288214
368,1053.2195015251627
369,1056.3276205229151
370,1059.4347812548037
371,1062.540983064409
372,1065.6462253060245
373,1068.750507344517
374,1071.8538285551888
375,1074.9561883236422
376,1078.0575860456458
377,1081.1580211270032
378,1084.2574929834236
379,1087.3560010403942
380,1090.4535447330547
381,1093.5501235060742
382,1096.6457368135289
383,1099.7403841187822
384,1102.8340648943667
385,1105.9267786218686
386,1109.0185247918114
387,1112.1093029035442
388,1115.1991124651308
389,1118.2879529932386
390,1121.3758240130317
391,1124.4627250580638
392,1127.5486556701742
393,1130.6336153993827
394,1133.7176038037899
395,1136.8006204494745
396,1139.8826649103958
397,1142.963736768295
398,1146.0438356125999
399,1149.1229610403295
400,1152.2011126560003
401,1155.2782900715345
402,1158.3544929061684
403,1161.4297207863635
404,1164.5039733457174
405,1167.577250224877
406,1170.6495510714517
407,1173.72087553993
408,1176.7912232915942
409,1179.8605939944391
410,1182.9289873230898
411,1185.996402958722
412,1189.0628405889822
413,1192.1282999079099
414,1195.1927806158608
415,1198.2562824194301
416,1201.3188050313777
417,1204.3803481705545
418,1207.4409115618291
419,1210.5004949360157
420,1213.559098029803
421,1216.616720585684
422,1219.6733623518874
423,1222.729023082308
424,1225.7837025364404
425,1228.837400479312
426,1231.8901166814176
427,1234.941850918654
428,1237.992602972257
429,1241.0423726287372
430,1244.091159679819
431,1247.1389639223773
432,1250.1857851583793
433,1253.2316231948219
434,1256.2764778436745
435,1259.32034892182
436,1262.3632362509968
437,1265.4051396577427
438,1268.4460589733383
439,1271.4859940337517
440,1274.5249446795835
441,1277.5629107560135
442,1280.5998921127464
443,1283.6358886039602
444,1286.6709000882533
445,1289.704926428594
446,1292.737967492269
447,1295.7700231508347
448,1298.8010932800664
449,1301.8311777599101
450,1304.8602764744346
451,1307.888389311784
452,1310.9155161641304
453,1313.9416569276277
454,1316.966811502366
455,1319.9909797923265
456,1323.0141617053366
457,1326.0363571530263
458,1329.057566050784
459,1332.0777883177145
460,1335.0970238765958
