step,central_amplitude
0,0.7933371913965531
1,0.6641579068632117
2,0.5721267460535994
3,0.5112741964933966
4,0.46704047762921497
5,0.44194630825845715
6,0.41725178490081655
7,0.40323893550644957
8,0.39794134942422793
9,0.3934243220562621
10,0.40870017061612757
11,0.42850052690114093
12,0.4531689522963355
13,0.48110524047064707
14,0.5129602990164641
15,0.5545667843955225
16,0.6060521822911425
17,0.6583630115469127
18,0.7300670519134446
19,0.8105999426798517
20,0.9129206216186708
21,1.031648808910092
22,1.1654067684695213
23,1.326416960507917
24,1.514057706368687
25,1.7414573587915738
26,2.0136709711943293
27,2.344248358250268
28,2.7292680678185537
29,3.1977483855986506
30,3.7716978847110147
31,4.465640168589312
32,5.304045262776356
33,6.340646170850547
34,7.609312739990901
35,9.173998027686078
36,11.119744967743085
37,13.561366338289886
38,16.627651020756133
39,20.527778392476172
40,25.545606825100176
41,32.0913966326628
42,40.838775907473945
43,52.90824774303027
44,68.94452259425331
45,90.03226864826347
46,117.89461534029607
47,154.69491593428967
48,203.3450024965298
49,267.72730861124063
50,353.0070364617067
51,466.07802791821206
52,616.1471879421044
53,815.5284688950553
54,1080.8027707203291
55,1434.3205758194642
56,1906.1410847053294
57,2536.7693085038254
58,3380.8969239131957
59,4512.397750398096
60,6031.157276755233
61,8072.394371325185
62,10819.290200905218
63,14520.245592944739
64,19512.336334206662
65,26253.380361967404
66,35365.63117928443
67,47695.452277222066
68,64394.812005467604
69,87032.62488570194
70,117747.0680601456
71,159453.77679144323
72,216130.8507199473
73,293208.9562561124
74,398105.5337108931
75,540956.7398378897
76,735620.507337904
77,1001051.7891465676
78,1363188.6556490583
79,1857539.8748789446
80,2532736.055466771
81,3455404.604966643
82,4716864.116268666
83,6442319.780434204
84,8803497.87816744
85,12036010.22086559
86,16463225.607957173
87,22529095.17713624
88,30843301.167434115
89,42243370.92677318
90,57880150.765893795
91,79335451.89146815
92,108784013.66282111
93,149216526.58045644
94,204746798.8835905
95,281034899.2201351
96,385870180.19688785
97,529974747.92977387
98,728110939.1128747
99,1000608113.3377242
100,1375467900.6191928
101,1891267571.588937
102,2601164792.1076555
103,3578422491.099939
104,4924032084.717231
105,6777233692.602901
106,9330036527.326921
107,12847263521.202097
108,17694225989.33492
109,24374938286.62686
110,33584894174.580807
111,46283963813.27125
112,63797095983.96432
113,87953449956.6243
114,121278647594.42667
115,167260461010.8798
116,230716032581.58917
117,318299490493.4912
118,439203720807.3982
119,606130673671.5059
120,836633115035.3859
121,1154970230108.362
122,1594674156900.7168
123,2202100217026.452
124,3041338405499.41
125,4201008807344.871
126,5803664551447.823
127,8018804201817.287
128,11080880929892.754
129,15314229713789.574
130,21167573415589.164
131,29261793235785.58
132,40456068707593.3
133,55939459517558.695
134,77357727357582.64
135,106988973723267.31
136,147986905316221.38
137,204717795781705.16
138,283227272046762.25
139,391886998789894.75
140,542290667960311.2
141,750495505576389.8
142,1038742675685843.2
143,1437841500889936.2
144,1990473892517478.8
145,2755774508292198.0
146,3815679637995460.5
147,5283728514311546.0
148,7317265271486790.0
149,1.0134356735930714e+16
150,1.403725033153594e+16
151,1.9444902718683748e+16
152,2.6938089836998424e+16
153,3.732196894206731e+16
154,5.1712850371144296e+16
155,7.165855570269023e+16
156,9.930537367846566e+16
157,1.3762967001615106e+17
158,1.907592094939084e+17
159,2.6441896856817542e+17
