step,phi_center_abs
0,0.20034037622907563
1,0.40199600081694836
2,0.6049762095412429
3,0.8092704654809104
4,1.0148506061616913
5,1.2201588364898983
6,1.4251677722378007
7,1.629842320442462
8,1.8341450213224464
9,2.03803947123298
10,2.2414952504996557
11,2.4444807625697305
12,2.6469665715682393
13,2.8489219338340335
14,3.050321264248649
15,3.251142996003179
16,3.4513694982443375
17,3.6509832764708494
18,3.8499696488009167
19,4.048319655930515
20,4.2460313198028174
21,4.443114476747154
22,4.6395907385304875
23,4.8354962913983615
24,5.030877535475132
25,5.225812111654721
26,5.420405034039571
27,5.614802693628244
28,5.809234286911847
29,6.0040568308069835
30,6.199756417223762
31,6.397095536151069
32,6.597208034513935
33,6.801841548776077
34,7.013702838993623
35,7.236998355260133
36,7.478346115146017
37,7.748398225781148
38,8.064623110576594
39,8.456064873264978
40,8.973327158006015
41,9.707422258190295
42,10.834401983033485
43,12.65811390934059
44,15.701520110031574
45,19.253172702709183
46,22.805016586848804
47,26.355911454074167
48,29.905271281151517
49,33.45262626878282
50,36.99759157690299
51,40.53993922786173
52,44.07971803652638
53,47.61697216476693
54,51.15173912653933
55,54.6840520939696
56,58.213940408287705
57,61.74143076898978
58,65.26654947157544
59,68.7893224132947
60,72.30977506479343
61,75.82793244334445
62,79.34381908966297
63,82.8574590570007
64,86.36887591616424
65,89.87809276018147
66,93.383632734369
67,96.88557525198104
68,100.38399794077517
69,103.87897664075943
70,107.37058540605696
71,110.85889651049956
72,114.34398045658872
73,117.82590598748912
74,121.3047401017446
75,124.78054807042945
76,128.25339345646955
77,131.7233381358883
78,135.19044232075018
79,138.65476458359385
80,142.11636188316112
81,145.57528959124517
82,149.03160152049415
83,152.48534995302023
84,155.93658566967662
85,159.38535797987555
86,162.83171475183232
87,166.27570244312886
88,169.71736613150074
89,173.15674954575925
90,176.5938950967688
91,180.02884390840632
92,183.4616358484375
93,186.89230955924975
94,190.32090248838844
95,193.74745091884833
96,197.17198999907674
97,200.5945537726501
98,204.01517520758983
99,207.4338862252871
100,210.85071772900994
101,214.2656996319699
102,217.67886088492767
103,221.09022950332096
104,224.4998325938998
105,227.90769638085752
106,231.31384623144686
107,234.7183066810744
108,238.1211014578664
109,241.52225350670207
110,244.92178501271204
111,248.3197174242399
112,251.7160714752675
113,255.11086720730484
114,258.5041239907467
115,261.89586054569946
116,265.28609496228205
117,268.67484472040525
118,272.06212670903597
119,275.44795724495134
120,278.8323520909902
121,282.2153264738085
122,285.5968951011463
123,288.9770721786144
124,292.35587142600855
125,295.73330609315997
126,299.10938897533026
127,302.48413242816036
128,305.85754838218196
129,309.2296483569007
130,312.6004434744604
131,315.96994447289694
132,319.33816171899247
133,322.7051052207376
134,326.07078463941207
135,329.4352093012921
136,332.7983882089948
137,336.1603300524676
138,339.52104321963253
139,342.88053580669373
140,346.2388156281178
141,349.5958902262946
142,352.95176688088856
143,356.3064526178872
144,359.65995421835726
145,363.0122782269149
146,366.36343095991873
147,369.7134185133943
148,373.0622467706962
149,376.4099214099172
150,379.75644791105026
151,383.10183156291185
152,386.4460774698335
153,389.7891905581278
154,393.13117558233716
155,396.47203713127004
156,399.8117796338333
157,403.1504073646651
158,406.487924449576
159,409.824334870803
160,413.1596424720838
161,416.4938509635559
162,419.82696392648626
163,423.1589848178378
164,426.48991697467665
165,429.8197636184268
166,433.1485278589756
167,436.4762126986363
168,439.80282103597125
169,443.1283556694815
170,446.45281930116585
171,449.776214539955
172,453.098543905024
173,456.4198098289876
174,459.74001466098247
175,463.0591606696396
176,466.377250045951
177,469.6942849060344
178,473.01026729379925
179,476.32519918351704
180,479.6390824822999
181,482.95191903249014
182,486.2637106139642
183,489.5744589463533
184,492.8841656911844
185,496.1928324539442
186,499.50046078606806
187,502.8070521868572
188,506.1126081053277
189,509.41712994199224
190,512.72061905058
191,516.0230767396948
192,519.3245042744153
193,522.6249028778391
194,525.9242737325729
195,529.2226179821718
196,532.5199367325264
197,535.8162310532045
198,539.1115019787445
199,542.4057505099053
200,545.6989776148722
201,548.9911842304225
202,552.2823712630492
203,555.5725395900477
204,558.861690060564
205,561.949823496607
206,565.0400096440261
207,568.1321796969311
208,571.2262668356507
209,574.3222061629187
210,577.4199346421259
211,580.5193910375757
212,583.6205158566859
213,586.7232512940762
214,589.8275411774869
215,592.9333309154695
216,596.0405674467995
217,599.1491991915547
218,602.2591760038073
219,605.3704491258828
220,608.4829711441316
221,611.5966959461684
222,614.711578679531
223,617.8275757117124
224,620.9446445915227
