radius_px,mean_curl
0,0.00019301994676762047
1,0.00010076776632721358
2,0.0004605512700448027
3,0.000541591262400915
4,-0.0003089265324491656
5,-0.0005813306632060117
6,0.002676732497086277
7,0.00323308410835765
