step,num_pos,num_neg,net_charge,total_vortices
0,2252,2251,1,4503
1,1920,1921,-1,3841
2,1670,1670,0,3340
3,1479,1477,2,2956
4,1297,1295,2,2592
5,1160,1159,1,2319
6,1026,1027,-1,2053
7,923,925,-2,1848
8,835,835,0,1670
9,785,787,-2,1572
10,719,719,0,1438
11,655,652,3,1307
12,615,612,3,1227
13,572,568,4,1140
14,531,529,2,1060
15,476,474,2,950
16,456,455,1,911
17,430,429,1,859
18,413,412,1,825
19,397,396,1,793
20,379,377,2,756
21,365,361,4,726
22,352,347,5,699
23,339,334,5,673
24,324,318,6,642
25,312,306,6,618
26,295,290,5,585
27,280,278,2,558
28,266,265,1,531
29,251,251,0,502
30,241,241,0,482
31,230,230,0,460
32,222,222,0,444
33,218,218,0,436
34,212,211,1,423
35,208,207,1,415
36,203,202,1,405
37,195,195,0,390
38,188,189,-1,377
39,180,183,-3,363
40,174,177,-3,351
41,160,163,-3,323
42,156,159,-3,315
43,153,156,-3,309
44,150,153,-3,303
45,144,147,-3,291
46,137,140,-3,277
47,136,139,-3,275
48,134,137,-3,271
49,131,133,-2,264
50,126,127,-1,253
51,122,125,-3,247
52,117,120,-3,237
53,113,116,-3,229
54,110,112,-2,222
55,108,109,-1,217
56,107,108,-1,215
57,106,107,-1,213
58,103,104,-1,207
59,98,99,-1,197
60,98,99,-1,197
61,97,98,-1,195
62,95,96,-1,191
63,95,95,0,190
64,96,96,0,192
65,95,95,0,190
66,96,96,0,192
67,94,94,0,188
68,94,94,0,188
69,94,94,0,188
70,92,93,-1,185
71,92,93,-1,185
72,92,92,0,184
73,91,91,0,182
74,90,90,0,180
75,90,90,0,180
76,89,89,0,178
77,85,86,-1,171
78,85,86,-1,171
79,84,83,1,167
80,84,83,1,167
81,83,82,1,165
82,82,81,1,163
83,81,80,1,161
84,78,77,1,155
85,78,77,1,155
86,78,77,1,155
87,77,76,1,153
88,77,76,1,153
89,76,75,1,151
90,74,73,1,147
91,73,72,1,145
92,73,72,1,145
93,72,71,1,143
94,72,71,1,143
95,73,72,1,145
96,71,70,1,141
97,70,69,1,139
98,69,68,1,137
99,68,67,1,135
100,68,67,1,135
101,68,67,1,135
102,68,67,1,135
103,68,67,1,135
104,67,65,2,132
105,67,65,2,132
106,67,65,2,132
107,67,63,4,130
108,68,64,4,132
109,69,64,5,133
110,66,61,5,127
111,64,59,5,123
112,65,60,5,125
113,65,61,4,126
114,63,59,4,122
115,61,57,4,118
116,61,57,4,118
117,59,55,4,114
118,59,55,4,114
119,59,55,4,114
120,59,55,4,114
121,58,54,4,112
122,57,53,4,110
123,57,53,4,110
124,57,53,4,110
125,57,53,4,110
126,56,52,4,108
127,56,53,3,109
128,54,51,3,105
129,55,52,3,107
130,53,50,3,103
131,53,50,3,103
132,51,49,2,100
133,51,49,2,100
134,51,49,2,100
135,50,49,1,99
136,49,48,1,97
137,48,48,0,96
138,48,48,0,96
139,48,48,0,96
140,49,50,-1,99
141,47,48,-1,95
142,47,48,-1,95
143,47,48,-1,95
144,46,47,-1,93
145,45,46,-1,91
146,46,47,-1,93
147,46,47,-1,93
148,45,46,-1,91
149,45,46,-1,91
150,45,46,-1,91
151,44,45,-1,89
152,44,45,-1,89
153,44,45,-1,89
154,43,44,-1,87
155,42,43,-1,85
156,42,43,-1,85
157,41,42,-1,83
158,41,42,-1,83
159,41,42,-1,83
160,41,42,-1,83
161,41,42,-1,83
162,40,41,-1,81
163,40,41,-1,81
164,40,41,-1,81
165,40,41,-1,81
166,40,41,-1,81
167,39,40,-1,79
168,39,40,-1,79
169,38,39,-1,77
170,37,38,-1,75
171,37,38,-1,75
172,37,38,-1,75
173,37,38,-1,75
174,37,38,-1,75
175,37,38,-1,75
176,37,38,-1,75
177,37,38,-1,75
178,37,38,-1,75
179,37,38,-1,75
180,37,38,-1,75
181,37,38,-1,75
182,37,38,-1,75
183,37,38,-1,75
184,36,37,-1,73
185,36,37,-1,73
186,36,37,-1,73
187,35,36,-1,71
188,34,36,-2,70
189,34,36,-2,70
190,34,36,-2,70
191,34,36,-2,70
192,33,35,-2,68
193,32,34,-2,66
194,32,33,-1,65
195,31,32,-1,63
196,31,32,-1,63
197,31,32,-1,63
198,31,32,-1,63
199,29,30,-1,59
200,29,30,-1,59
201,29,30,-1,59
202,29,30,-1,59
203,29,30,-1,59
204,29,30,-1,59
205,29,30,-1,59
206,29,30,-1,59
207,29,30,-1,59
208,29,30,-1,59
209,29,30,-1,59
210,29,30,-1,59
211,29,30,-1,59
212,28,29,-1,57
213,28,29,-1,57
214,28,29,-1,57
215,28,29,-1,57
216,28,29,-1,57
217,28,29,-1,57
218,27,28,-1,55
219,27,28,-1,55
220,27,28,-1,55
221,27,28,-1,55
222,26,28,-2,54
223,26,28,-2,54
224,26,28,-2,54
225,26,28,-2,54
226,26,28,-2,54
227,27,29,-2,56
228,27,29,-2,56
229,26,28,-2,54
230,26,28,-2,54
231,26,28,-2,54
232,26,28,-2,54
233,26,28,-2,54
234,26,28,-2,54
235,27,28,-1,55
236,27,28,-1,55
237,26,27,-1,53
238,26,27,-1,53
239,26,27,-1,53
240,26,27,-1,53
241,26,27,-1,53
242,26,27,-1,53
243,26,27,-1,53
244,26,27,-1,53
245,26,27,-1,53
246,26,27,-1,53
247,26,27,-1,53
248,26,27,-1,53
249,26,27,-1,53
250,26,27,-1,53
251,26,27,-1,53
252,26,27,-1,53
253,26,27,-1,53
254,26,27,-1,53
255,26,27,-1,53
256,26,27,-1,53
257,26,27,-1,53
258,26,27,-1,53
259,25,26,-1,51
260,25,26,-1,51
261,25,26,-1,51
262,25,26,-1,51
263,25,26,-1,51
264,25,26,-1,51
265,25,26,-1,51
266,25,26,-1,51
267,25,26,-1,51
268,25,26,-1,51
269,25,26,-1,51
270,25,26,-1,51
271,25,26,-1,51
272,24,26,-2,50
273,23,25,-2,48
274,23,25,-2,48
275,23,25,-2,48
276,22,24,-2,46
277,22,24,-2,46
278,22,24,-2,46
279,23,24,-1,47
280,22,23,-1,45
281,21,22,-1,43
282,21,22,-1,43
283,21,22,-1,43
284,21,22,-1,43
285,21,22,-1,43
286,20,21,-1,41
287,19,20,-1,39
288,19,20,-1,39
289,19,20,-1,39
290,19,20,-1,39
291,19,20,-1,39
292,19,20,-1,39
293,19,20,-1,39
294,18,19,-1,37
295,18,19,-1,37
296,18,19,-1,37
297,18,19,-1,37
298,18,19,-1,37
299,18,19,-1,37
300,18,19,-1,37
301,18,19,-1,37
302,18,19,-1,37
303,18,19,-1,37
304,18,19,-1,37
305,18,19,-1,37
306,18,19,-1,37
307,17,18,-1,35
308,17,18,-1,35
309,17,18,-1,35
310,17,18,-1,35
311,17,18,-1,35
312,17,18,-1,35
313,17,18,-1,35
314,17,18,-1,35
315,17,18,-1,35
316,17,18,-1,35
317,17,18,-1,35
318,17,18,-1,35
319,17,18,-1,35
320,17,18,-1,35
321,17,18,-1,35
322,17,18,-1,35
323,17,18,-1,35
324,17,18,-1,35
325,17,18,-1,35
326,17,18,-1,35
327,17,18,-1,35
328,17,18,-1,35
329,17,18,-1,35
330,17,18,-1,35
331,17,18,-1,35
332,17,18,-1,35
333,17,18,-1,35
334,17,18,-1,35
335,17,18,-1,35
336,17,18,-1,35
337,17,18,-1,35
338,17,18,-1,35
339,17,18,-1,35
340,17,18,-1,35
341,17,18,-1,35
342,17,18,-1,35
343,17,18,-1,35
344,17,18,-1,35
345,17,18,-1,35
346,18,18,0,36
347,18,18,0,36
348,18,18,0,36
349,18,18,0,36
350,18,18,0,36
351,18,18,0,36
352,18,18,0,36
353,18,18,0,36
354,18,18,0,36
355,18,18,0,36
356,18,18,0,36
357,18,18,0,36
358,18,18,0,36
359,18,18,0,36
360,18,18,0,36
361,18,18,0,36
362,18,18,0,36
363,18,18,0,36
364,18,18,0,36
365,18,18,0,36
366,18,18,0,36
367,18,18,0,36
368,18,18,0,36
369,18,18,0,36
370,18,18,0,36
371,18,18,0,36
372,18,18,0,36
373,18,18,0,36
374,17,17,0,34
375,17,17,0,34
376,17,17,0,34
377,17,17,0,34
378,17,17,0,34
379,17,17,0,34
380,17,17,0,34
381,16,16,0,32
382,16,16,0,32
383,16,16,0,32
384,16,16,0,32
385,16,16,0,32
