radius_px,mean_curl
0,0.0006035970876459043
1,-0.00024262235875962765
2,0.0006354042871174494
3,0.0007414775988434519
4,0.001212618658922617
5,0.0004210385567255531
6,0.000826987186259957
7,-0.0023049124082164625
