radius_px,mean_curl
0,0.0003250001883069371
1,0.0006527087115164392
2,0.0012634382320432262
3,-0.00076320877554079
4,-0.0013513462690887448
5,-2.9656267183010564e-05
6,0.000686562897798404
7,-0.00011713548453562324
