radius_px,mean_curl
0,-0.00043541564847547637
1,0.0009753883441177577
2,0.0009123676581542097
3,-0.0007488003323124346
4,-0.000910935369836866
5,6.731755091561806e-05
6,0.0006430974544917382
7,0.0007276024652155959
