frequency_Hz,amplitude
0.0,4.474828737261713e+248
1.0000000000000001e+18,4.1145240950568684e+281
2.0000000000000003e+18,4.1103326345445696e+281
3.0000000000000005e+18,4.103365994964366e+281
4.0000000000000005e+18,4.093652662504986e+281
5.000000000000001e+18,4.0812321104206286e+281
6.000000000000001e+18,4.066154400906857e+281
7.000000000000001e+18,4.0484796861755734e+281
8.000000000000001e+18,4.028277617901615e+281
9.000000000000001e+18,4.005626675682334e+281
1.0000000000000002e+19,3.980613426317674e+281
1.1000000000000002e+19,3.9533317265594275e+281
1.2000000000000002e+19,3.923881882484216e+281
1.3000000000000002e+19,3.892369778818334e+281
1.4000000000000002e+19,3.858905991397902e+281
1.5000000000000002e+19,3.823604895509263e+281
1.6000000000000002e+19,3.7865837821551925e+281
1.7000000000000002e+19,3.747961993371338e+281
1.8000000000000002e+19,3.7078600866178667e+281
1.9000000000000004e+19,3.6663990370390834e+281
2.0000000000000004e+19,3.6236994850641594e+281
2.1000000000000004e+19,3.579881035459022e+281
2.2000000000000004e+19,3.535061612573145e+281
2.3000000000000004e+19,3.4893568751917234e+281
2.4000000000000004e+19,3.442879693134196e+281
2.5000000000000004e+19,3.3957396865593e+281
2.6000000000000004e+19,3.3480428278642765e+281
2.7000000000000004e+19,3.2998911051146706e+281
2.8000000000000004e+19,3.251382245119603e+281
2.9000000000000004e+19,3.202609493578464e+281
3.0000000000000004e+19,3.153661449167574e+281
3.1000000000000004e+19,3.1046219480048925e+281
3.2000000000000004e+19,3.0555699946195104e+281
3.3000000000000004e+19,3.0065797353510446e+281
3.4000000000000004e+19,2.9577204700007504e+281
3.5000000000000004e+19,2.909056697539371e+281
3.6000000000000004e+19,2.860648191733893e+281
3.700000000000001e+19,2.8125501026742808e+281
3.800000000000001e+19,2.764813080350314e+281
3.900000000000001e+19,2.717483416636208e+281
4.000000000000001e+19,2.6706032022773018e+281
4.100000000000001e+19,2.6242104957290663e+281
4.200000000000001e+19,2.578339500966233e+281
4.300000000000001e+19,2.53302075165203e+281
4.400000000000001e+19,2.488281299328611e+281
4.500000000000001e+19,2.4441449035547818e+281
4.600000000000001e+19,2.4006322221727116e+281
4.700000000000001e+19,2.3577610001280153e+281
4.800000000000001e+19,2.3155462554958615e+281
4.900000000000001e+19,2.2740004615776597e+281
5.000000000000001e+19,2.2331337241280476e+281
5.100000000000001e+19,2.1929539529494377e+281
5.200000000000001e+19,2.1534670272519902e+281
5.300000000000001e+19,2.1146769543202566e+281
5.400000000000001e+19,2.0765860211551355e+281
5.500000000000001e+19,2.039194938871458e+281
5.600000000000001e+19,2.0025029797288732e+281
5.700000000000001e+19,1.9665081067574643e+281
5.800000000000001e+19,1.9312070960109125e+281
5.900000000000001e+19,1.896595651540062e+281
6.000000000000001e+19,1.8626685132295757e+281
6.100000000000001e+19,1.829419557680999e+281
6.200000000000001e+19,1.7968418923579828e+281
6.300000000000001e+19,1.7649279432346838e+281
6.400000000000001e+19,1.7336695362072288e+281
6.500000000000001e+19,1.7030579725415298e+281
6.600000000000001e+19,1.6730840986394048e+281
6.700000000000001e+19,1.6437383704095113e+281
6.800000000000001e+19,1.6150109125308074e+281
6.900000000000001e+19,1.586891572894497e+281
7.000000000000001e+19,1.5593699725063214e+281
7.100000000000001e+19,1.532435551125085e+281
7.200000000000001e+19,1.5060776089056433e+281
7.300000000000001e+19,1.480285344305861e+281
7.400000000000002e+19,1.4550478885073276e+281
7.500000000000002e+19,1.4303543365892222e+281
7.600000000000002e+19,1.406193775683926e+281
7.700000000000002e+19,1.382555310331925e+281
7.800000000000002e+19,1.3594280852422829e+281
7.900000000000002e+19,1.3368013056538701e+281
8.000000000000002e+19,1.3146642554814176e+281
8.100000000000002e+19,1.2930063134196515e+281
8.200000000000002e+19,1.271816967168184e+281
8.300000000000002e+19,1.2510858259296042e+281
8.400000000000002e+19,1.2308026313233112e+281
8.500000000000002e+19,1.210957266848208e+281
8.600000000000002e+19,1.191539766018262e+281
8.700000000000002e+19,1.1725403192863603e+281
8.800000000000002e+19,1.1539492798636753e+281
8.900000000000002e+19,1.1357571685340174e+281
