radius_px,mean_curl
0,-4.915112808157143e-05
1,0.00046232779851727857
2,0.0009799506161263373
3,4.239284797035742e-05
4,0.00042392847970355304
5,0.0007111553844302332
6,0.0027079199627440655
7,0.004067255848750057
