id,step,y,x,amplitude
0,0,0,2,0.1873302935596913
1,0,0,4,0.13501524946361984
2,0,0,11,0.13744951765740787
3,0,0,29,0.12240727974828187
4,0,0,32,0.28422012828646076
5,0,0,44,0.15498555319334617
6,0,0,55,0.14760913398578496
7,0,0,71,0.1817328497252971
8,0,0,74,0.12404906287096741
9,0,0,84,0.2111339678877216
10,0,0,87,0.14777810084437093
11,0,0,93,0.16153612026379477
12,0,0,107,0.19811586720937033
13,0,0,109,0.15121888792947466
14,0,0,112,0.17947073290891827
15,0,0,125,0.18281350116998196
16,0,1,41,0.1699482784073591
17,0,1,61,0.14069497158321073
18,0,1,81,0.248681991982506
19,0,1,98,0.1765910245817354
20,0,1,105,0.18227303989584612
21,0,2,13,0.14489881239396388
22,0,2,25,0.1408507562742963
23,0,2,29,0.12769972234119412
24,0,2,37,0.12496603219739683
25,0,2,44,0.14268714509820685
26,0,2,48,0.1990155857705087
27,0,2,57,0.2108768027238393
28,0,2,69,0.12015719326293159
29,0,2,77,0.15456678333713875
30,0,2,91,0.19485256959685185
31,0,2,125,0.18752091085003905
32,0,3,5,0.17662189757249358
33,0,3,20,0.17476875018768948
34,0,3,27,0.22883424822675275
35,0,3,62,0.140645115620812
36,0,3,65,0.2100621105539182
37,0,3,79,0.1454830129334854
38,0,3,85,0.24116546822076215
39,0,3,93,0.15331754751599255
40,0,3,112,0.14927579955661457
41,0,3,120,0.12407461640284942
42,0,4,0,0.12098435961937756
43,0,4,9,0.17843111943893974
44,0,4,12,0.15190780681887325
45,0,4,30,0.15698214341102684
46,0,4,38,0.1365057970597086
47,0,4,51,0.1453742378755791
48,0,4,59,0.17604723591414215
49,0,4,74,0.19437238822652003
50,0,4,87,0.13231579549788539
51,0,4,101,0.14347648836234703
52,0,4,103,0.12786313771198113
53,0,4,114,0.13076081838683132
54,0,4,116,0.20069417740617354
55,0,4,122,0.18703629874746489
56,0,4,127,0.1250951384089542
57,0,5,18,0.1502913043967637
58,0,5,44,0.16081254663599215
59,0,5,72,0.27362607671044903
60,0,5,94,0.21816933507711878
61,0,5,105,0.14861131051545493
62,0,5,120,0.17230002131937258
63,0,5,125,0.1389647755021043
64,0,6,2,0.13362160385504257
65,0,6,6,0.15442762014822267
66,0,6,8,0.15653595421629166
67,0,6,11,0.13201681149673553
68,0,6,21,0.2061462548299207
69,0,6,26,0.1377445275759403
70,0,6,33,0.17100775961894596
71,0,6,41,0.16017032155820368
72,0,6,48,0.20809141037187853
73,0,6,54,0.1694298771602489
74,0,6,74,0.1818217138347655
75,0,6,84,0.17088175955106885
76,0,6,89,0.15806336547715683
77,0,6,91,0.14607492722669627
78,0,6,113,0.12422691209319792
79,0,6,115,0.16115089694621137
80,0,6,123,0.12886409403739366
81,0,7,15,0.16510963504194995
82,0,7,68,0.1901527718851195
83,0,7,70,0.16818107449542982
84,0,7,77,0.2153661984144277
85,0,7,98,0.19647039376927486
86,0,7,105,0.17680639334572587
87,0,7,108,0.15019278379958223
88,0,8,3,0.13001547374990122
89,0,8,43,0.15602226787653387
90,0,8,55,0.15513335066982042
91,0,8,66,0.2081625211332658
92,0,8,75,0.2683581822046221
93,0,8,80,0.15858454964610494
94,0,8,92,0.1826394963283009
95,0,8,95,0.19811104056617435
96,0,8,113,0.1325848959311517
97,0,9,8,0.16278097806134242
98,0,9,21,0.15136397343798091
99,0,9,37,0.18412942907162064
100,0,9,48,0.15448571583283413
101,0,9,57,0.1311475056550052
102,0,9,61,0.18381196470932154
103,0,9,78,0.12652587933360987
104,0,9,87,0.1768966429150033
105,0,9,115,0.12924264898946866
106,0,9,120,0.2043930693428593
107,0,9,122,0.18529687014119484
108,0,10,16,0.14111892940363258
109,0,10,25,0.21209935754845718
110,0,10,31,0.15061784857832625
111,0,10,67,0.12373460830572448
112,0,10,80,0.14158571537404252
113,0,10,83,0.20089939984874342
114,0,10,102,0.15502024930675712
115,0,10,109,0.18862582817547333
116,0,10,117,0.13883390330139941
117,0,10,124,0.1495522714124634
118,0,11,11,0.1969373492063427
119,0,11,20,0.13461879980469588
120,0,11,22,0.17594493714995513
121,0,11,42,0.2028444597635335
122,0,11,50,0.18014244373565044
123,0,11,62,0.1865799852325025
124,0,11,77,0.16223961467174414
125,0,11,96,0.168341709646628
126,0,11,111,0.12522126167354464
127,0,11,126,0.14276695883466284
128,0,12,2,0.1716684039937604
129,0,12,7,0.2706065110372254
130,0,12,9,0.1362824669711363
131,0,12,14,0.18988584948133458
132,0,12,17,0.17491131227986956
133,0,12,39,0.1887055633525643
134,0,12,45,0.19897362848696865
135,0,12,59,0.15347915638748824
136,0,12,70,0.13059049687540908
137,0,12,83,0.15339350048466271
138,0,12,88,0.12051656842394459
139,0,12,102,0.15472928603508337
140,0,12,122,0.1794433069400983
141,0,13,22,0.13667698536046605
142,0,13,29,0.204126601988025
143,0,13,32,0.21936398514668798
144,0,13,35,0.13732160168220786
145,0,13,47,0.13960916400090476
146,0,13,53,0.1479551665579128
147,0,13,114,0.14377904036096079
148,0,13,117,0.1535972141787808
149,0,14,3,0.15052362051006485
150,0,14,13,0.138840144814386
151,0,14,16,0.20546211343621262
152,0,14,44,0.23214387487014895
153,0,14,51,0.22551261530898298
154,0,14,61,0.1370116968875717
155,0,14,63,0.20585071556520043
156,0,14,102,0.1509465390382104
157,0,14,107,0.1757882186463406
158,0,14,112,0.18205031067371372
159,0,14,123,0.22184606064183462
160,0,15,8,0.2318147787835364
161,0,15,21,0.2077873534764514
162,0,15,26,0.250041723371432
163,0,15,40,0.13219954354174263
164,0,15,57,0.13230748615182428
165,0,15,65,0.22197701377246032
166,0,15,70,0.21044489627240678
167,0,15,84,0.13251162459539167
168,0,15,90,0.16138519685482472
169,0,15,93,0.1479437882445196
170,0,15,105,0.1936642279118795
171,0,15,119,0.1625575939319081
172,0,15,127,0.17522309251650559
173,0,16,0,0.16517777895061056
174,0,16,11,0.1207066726091914
175,0,16,19,0.1676260092759014
176,0,16,34,0.20506851442832116
177,0,16,87,0.22685502838956625
178,0,16,96,0.2015203368151918
179,0,16,101,0.13339641715473582
180,0,16,107,0.12806521054001785
181,0,16,114,0.16547660041051185
182,0,16,125,0.16109142842282334
183,0,17,32,0.12828318524751767
184,0,17,37,0.12393035888612504
185,0,17,43,0.2149771569067019
186,0,17,48,0.12999046876903547
187,0,17,67,0.1752040296117301
188,0,17,78,0.19365142447386244
189,0,17,105,0.12425996436047201
190,0,17,112,0.13430986173835713
191,0,17,117,0.20704098100769813
192,0,18,3,0.14801822783509047
193,0,18,6,0.1829598587593496
194,0,18,16,0.22972274982122662
195,0,18,29,0.19993276628604886
196,0,18,46,0.14339404650761695
197,0,18,52,0.24861895375460052
198,0,18,60,0.21351798423402968
199,0,18,63,0.18308481672647509
200,0,18,73,0.17666084289112252
201,0,18,76,0.1465264527703549
202,0,18,80,0.20172827014286912
203,0,18,92,0.12909058132809914
204,0,18,101,0.1577478601917807
205,0,18,122,0.16711394487935252
206,0,19,20,0.23258307990071617
207,0,19,50,0.2202991485944237
208,0,19,55,0.12862616880793068
209,0,19,58,0.12485582577740245
210,0,19,85,0.1781375520993202
211,0,19,87,0.14456308542914495
212,0,19,95,0.3531635833652696
213,0,19,115,0.1725451069537
214,0,19,117,0.1230391054323579
215,0,20,4,0.20879691414392343
216,0,20,15,0.12065529654346938
217,0,20,46,0.17764869817924578
218,0,20,81,0.2445324484201837
219,0,20,104,0.12562320696733675
220,0,20,110,0.149510831471576
221,0,21,37,0.18947227298984665
222,0,21,41,0.20407743164724113
223,0,21,44,0.13213647238726745
224,0,21,51,0.14092920537559436
225,0,21,59,0.14030650517686152
226,0,21,62,0.14105821902001942
227,0,21,67,0.14651365618498025
228,0,21,69,0.12405110708337906
229,0,21,72,0.12776063775221153
230,0,21,84,0.24088464941882876
231,0,21,90,0.12024965930113397
232,0,21,92,0.19298505573946023
233,0,21,113,0.2015124006800062
234,0,22,0,0.128668281445111
235,0,22,9,0.13196059889499348
236,0,22,13,0.14048733755350507
237,0,22,20,0.21288282352569154
238,0,22,82,0.14480377423927904
239,0,22,86,0.16160325219401583
240,0,22,98,0.22439975406245938
241,0,22,101,0.1977796502615594
242,0,22,121,0.1730940001369137
243,0,22,126,0.16910085935010236
244,0,23,6,0.15018629103757195
245,0,23,23,0.15550841283257855
246,0,23,29,0.19317505224461606
247,0,23,46,0.15761405780137142
248,0,23,49,0.2007541467063306
249,0,23,52,0.21367293349040362
250,0,23,54,0.22534961307286658
251,0,23,56,0.20266912718108568
252,0,23,73,0.1883158017447281
253,0,23,78,0.13839472349924237
254,0,23,89,0.14744286056972178
255,0,23,95,0.1625747919186331
256,0,23,105,0.1355084405007859
257,0,23,111,0.1634480339801929
258,0,23,119,0.1557738863706798
259,0,24,12,0.15459085055915694
260,0,24,16,0.23252726530777
261,0,24,18,0.21375299240315504
262,0,24,21,0.136514217266659
263,0,24,38,0.1754397673038396
264,0,24,40,0.19204404317407361
265,0,24,62,0.19124389833905353
266,0,24,65,0.1528519481539901
267,0,24,75,0.2104236977593578
268,0,24,81,0.16705046634705242
269,0,24,84,0.17010033032750457
270,0,24,92,0.18304787047835727
271,0,25,24,0.22237231814806263
272,0,25,36,0.16524455728139012
273,0,25,53,0.19926367113276658
274,0,25,69,0.20129363601137096
275,0,25,78,0.18293344556843882
276,0,25,101,0.12983627401393852
277,0,25,110,0.12264835593254557
278,0,25,112,0.13122068052611874
279,0,25,116,0.16347412729089547
280,0,25,119,0.12471127616344788
281,0,26,18,0.18047954867489255
282,0,26,46,0.16153491684518342
283,0,26,56,0.1419020571990906
284,0,26,73,0.16200772622620851
285,0,26,75,0.16105031488843516
286,0,26,85,0.1532712009674355
287,0,26,89,0.15672994664171325
288,0,26,94,0.15523842211500255
289,0,26,104,0.12113428589182174
290,0,26,106,0.19207873171931053
291,0,26,121,0.1342239865036104
292,0,27,8,0.1551449155411382
293,0,27,12,0.18868925974738807
294,0,27,16,0.12079233015235859
295,0,27,24,0.1287079105992905
296,0,27,32,0.19385919732488338
297,0,27,50,0.1636498245627747
298,0,27,67,0.2158650209453674
299,0,27,79,0.1655735289514218
300,0,27,87,0.14588651754423537
301,0,27,111,0.15423414178296796
302,0,27,114,0.1674788620838341
303,0,27,127,0.25683859520992497
304,0,28,1,0.27713394085419035
305,0,28,42,0.1655351289378902
306,0,28,70,0.2096644387667503
307,0,28,74,0.18996881001154967
308,0,28,92,0.14408626261624569
309,0,28,120,0.30548844390693863
