step,avg_radius
0,97.4587009383239
1,97.50958080659812
2,97.46991517195717
3,97.54029258118793
4,97.44897539391815
5,98.59877427776954
6,98.52374146036142
7,98.63267023112158
8,98.37029799513665
9,97.93639446148526
10,97.54272007318781
11,97.23240796116193
12,97.17962316471905
13,97.08160803225421
14,97.06758450244851
15,97.06374014842743
16,97.19754064155329
17,97.26956634636517
18,97.25198756658263
19,97.344542470378
20,97.39313879201528
21,97.51742711076619
22,97.46779663552256
23,97.53893658619869
24,97.45613017180627
25,97.54180668623063
26,97.5242784555462
27,97.53118487170816
28,97.64422015937177
29,97.69208892328102
30,97.70007949145499
31,97.73524669361262
32,97.74190300188225
33,97.78526888259005
34,97.78649944675934
35,97.80756524571606
36,97.81895297338347
37,97.8217540624788
38,97.8248569114306
39,97.86672351893061
40,97.85083548921395
41,97.86863271916098
42,97.88585685386772
43,97.91079554415441
44,97.9157585547841
45,97.91696734442154
46,97.92661315750645
47,97.92920051804529
48,97.93508605152458
49,97.9372060728371
50,97.93398684663907
51,97.93470587731488
52,97.93438879988251
53,97.93403185540812
54,97.9426634587914
55,97.94296552532505
56,97.95088496303286
57,97.95230350702322
58,97.94677445316319
59,97.943057292596
60,97.94596620770129
61,97.94730300650723
62,97.94470042084028
63,97.94519907669785
64,97.94473716643918
65,97.94604768172053
66,97.94651453618238
67,97.94575442770999
68,97.94575442770999
69,97.94619583699298
70,97.94619583699298
71,97.94619583699298
72,97.94619583699298
73,97.94619583699298
74,97.94619583699298
75,97.94619583699298
76,97.94619583699298
77,97.94619583699298
78,97.94619583699298
79,97.94619583699298
80,97.94619583699298
81,97.94619583699298
82,97.94619583699298
83,97.94619583699298
84,97.94619583699298
85,97.94619583699298
86,97.94619583699298
87,97.94619583699298
88,97.94619583699298
89,97.94619583699298
90,97.94619583699298
91,97.94619583699298
92,97.94619583699298
93,97.94619583699298
94,97.94619583699298
95,97.94619583699298
96,97.94619583699298
97,97.94619583699298
98,97.94619583699298
99,97.94619583699298
100,97.94619583699298
101,97.94619583699298
102,97.94619583699298
103,97.94619583699298
104,97.94619583699298
105,97.94619583699298
106,97.94619583699298
107,97.94619583699298
108,97.94619583699298
109,97.94619583699298
110,97.94619583699298
111,97.94619583699298
112,97.94619583699298
113,97.94619583699298
114,97.94619583699298
115,97.94619583699298
116,97.94619583699298
117,97.94619583699298
118,97.94619583699298
119,97.94619583699298
120,97.94619583699298
121,97.94619583699298
122,97.94619583699298
123,97.94619583699298
124,97.94619583699298
125,97.94619583699298
126,97.94619583699298
127,97.94619583699298
128,97.94619583699298
129,97.94619583699298
130,97.94619583699298
131,97.94619583699298
132,97.94619583699298
133,97.94619583699298
134,97.94619583699298
135,97.94619583699298
136,97.94619583699298
137,97.94619583699298
138,97.94619583699298
139,97.94619583699298
140,97.94619583699298
141,97.94619583699298
142,97.94619583699298
143,97.94619583699298
144,97.94619583699298
145,97.94619583699298
146,97.94619583699298
147,97.94619583699298
148,97.94619583699298
149,97.94619583699298
150,97.94619583699298
151,97.94619583699298
152,97.94619583699298
153,97.94619583699298
154,97.94619583699298
155,97.94619583699298
156,97.94619583699298
157,97.94619583699298
158,97.94619583699298
159,97.94619583699298
160,97.94619583699298
161,97.94619583699298
162,97.94619583699298
163,97.94619583699298
164,97.94619583699298
165,97.94619583699298
166,97.94619583699298
167,97.94619583699298
168,97.94619583699298
169,97.94619583699298
170,97.94619583699298
171,97.94619583699298
172,97.94619583699298
173,97.94619583699298
174,97.94619583699298
175,97.94619583699298
176,97.94619583699298
177,97.94619583699298
178,97.94619583699298
179,97.94619583699298
180,97.94619583699298
181,97.94619583699298
182,97.94619583699298
183,97.94619583699298
184,97.94619583699298
185,97.94619583699298
186,97.94619583699298
187,97.94619583699298
188,97.94619583699298
189,97.94619583699298
190,97.94619583699298
191,97.94619583699298
192,97.94619583699298
193,97.94619583699298
194,97.94619583699298
195,97.94619583699298
196,97.94619583699298
197,97.94619583699298
198,97.94619583699298
199,97.94619583699298
200,97.94619583699298
201,97.94619583699298
202,97.94619583699298
203,97.94619583699298
204,97.94619583699298
205,97.94619583699298
206,97.94619583699298
207,97.94619583699298
208,97.94619583699298
209,97.94619583699298
210,97.94619583699298
211,97.94619583699298
212,97.94619583699298
213,97.94619583699298
214,97.94619583699298
215,97.94619583699298
216,97.94619583699298
217,97.94619583699298
218,97.94619583699298
219,97.94619583699298
220,97.94619583699298
221,97.94619583699298
222,97.94619583699298
223,97.94619583699298
224,97.94619583699298
225,97.94619583699298
226,97.94619583699298
227,97.94619583699298
228,97.94619583699298
229,97.94619583699298
230,97.94619583699298
231,97.94619583699298
232,97.94619583699298
233,97.94619583699298
234,97.94619583699298
235,97.94619583699298
236,97.94619583699298
237,97.94619583699298
238,97.94619583699298
239,97.94619583699298
240,97.94619583699298
241,97.94619583699298
242,97.94619583699298
243,97.94619583699298
244,97.94619583699298
245,97.94619583699298
246,97.94619583699298
247,97.94619583699298
248,97.94619583699298
249,97.94619583699298
250,97.94619583699298
251,97.94619583699298
252,97.94619583699298
253,97.94619583699298
254,97.94619583699298
255,97.94619583699298
256,97.94619583699298
257,97.94619583699298
258,97.94619583699298
259,97.94619583699298
260,97.94619583699298
261,97.94619583699298
262,97.94619583699298
263,97.94619583699298
264,97.94619583699298
265,97.94619583699298
266,97.94619583699298
267,97.94619583699298
268,97.94619583699298
269,97.94619583699298
270,97.94619583699298
271,97.94619583699298
272,97.94619583699298
273,97.94619583699298
274,97.94619583699298
275,97.94619583699298
276,97.94619583699298
277,97.94619583699298
278,97.94619583699298
279,97.94619583699298
280,97.94619583699298
281,97.94619583699298
282,97.94619583699298
