step,center_y,center_x,size
0,63.39373750832778,63.883411059293806,1501
25,63.58692628650904,63.05424200278164,719
50,63.61538461538461,65.27442827442827,481
75,63.20655737704918,62.075409836065575,305
100,62.8110599078341,61.74193548387097,217
125,64.4733727810651,63.72781065088758,169
150,62.07534246575342,66.13698630136986,146
175,61.357142857142854,66.36507936507937,126
200,62.3235294117647,65.08823529411765,102
225,63.70786516853933,65.2247191011236,89
250,63.5,66.32926829268293,82
275,64.0958904109589,63.10958904109589,73
300,63.15942028985507,65.31884057971014,69
325,71.82159624413146,50.220657276995304,213
350,66.77717391304348,63.947101449275365,2760
375,63.12663656884876,63.07516930022573,4430
400,63.264246424642465,62.94323432343234,4545
425,62.34266365688487,63.35395033860045,4430
450,63.39357252916575,63.91239269205371,4543
475,63.278443790997514,64.10382266455554,4421
500,62.945748449955715,63.59831709477414,4516
525,62.943835309912735,64.16066234056836,4469
550,63.710827464788736,63.599251760563384,4544
575,63.276377425830916,63.1949587329913,4483
600,63.65876034907138,62.89773998657418,4469
625,63.13542361574383,63.11541027351568,4497
650,62.79320302087961,63.16525988449578,4502
675,63.14776019612213,63.204591040784486,4487
700,63.339005821764445,64.04455888938648,4466
725,63.70696629213483,63.27056179775281,4450
750,63.28012661089758,63.29188333710152,4423
775,63.25590116920362,63.99139642620781,4533
800,63.43113503813369,63.58075370121131,4458
825,63.50210596320107,62.64375969851474,4511
850,63.47120070890563,63.34780682321666,4514
875,63.513765541740675,64.11434280639432,4504
900,63.44222222222222,64.172,4500
925,63.09541899441341,63.79910614525139,4475
950,63.383754116355654,63.68715697036224,4555
975,63.148401323043,63.87342888643881,4535
1000,64.42259786476869,63.457962633451956,4496
1025,63.554214173932486,63.80907668231612,4473
1050,63.13444244604317,64.06047661870504,4448
1075,63.70092196986732,64.2691702271194,4447
1100,63.21223752540077,64.28561752088507,4429
1125,63.520563254358514,64.39807778274475,4474
1150,63.39162396970372,63.686789930942304,4489
1175,63.515927823568724,64.0625974604589,4489
1200,63.332963866105075,63.23985812458435,4511
1225,63.989802855200544,63.23997280761387,4413
1250,63.68703992861923,63.5366941780058,4483
1275,63.28472377544173,63.474390516662936,4471
1300,63.52126230975828,63.365040286481644,4468
1325,63.90360098411988,63.12502795795124,4471
1350,63.051096540809404,63.423242143341625,4423
1375,62.96842105263158,63.19753639417693,4465
1400,63.48830474493206,63.954778347070615,4489
1425,63.99321266968326,63.949095022624434,4420
1450,64.07747585897148,63.53514484617112,4453
1475,63.017857142857146,63.81781193490054,4424
1500,63.65500334299086,63.45954981056385,4487
1525,63.54890576150067,64.32335864225101,4478
1550,63.09112814895948,63.15377875136911,4565
1575,63.95437176893684,63.50123623286132,4449
1600,64.43666369313114,62.63826940231936,4484
1625,63.31535547136171,63.26833073322933,4487
1650,63.442041908158714,62.734284440481495,4486
1675,64.02945736434108,63.46644518272425,4515
1700,63.99325691166554,63.795909193077094,4449
1725,63.25510891533798,64.17381540534471,4453
1750,63.76132444240055,63.22970797884571,4349
1775,63.18605174353206,63.682339707536556,4445
1800,64.12364280966098,63.8160868601817,4513
1825,63.957962074480236,63.58670322138451,4377
1850,63.623247399366804,62.70330167345093,4422
1875,63.54208754208754,63.65342312008978,4455
1900,63.7513357079252,63.547195013357076,4492
1925,63.78301245753114,63.50758776896942,4415
1950,64.04762979683973,63.860948081264105,4430
1975,63.59911797133407,63.34553472987872,4535
