step,phi_min,phi_max
65,0.0021076239511694946,499.0850269488982
66,0.002285337651158532,670.3671762694048
67,0.0025337006594938266,899.9628924868362
68,0.002883428599393918,1123.8309327095271
69,0.0033780485912144865,1342.1762580061525
70,0.004079446182973716,1555.1454813792946
71,0.004789355354584593,1762.8765570237172
72,0.005033062074228291,1965.501707456361
73,0.005325756637104077,2163.1476646600977
74,0.005725843269484517,2355.9367474236724
75,0.0062680318764493405,2543.988281950814
76,0.007000595504532353,2727.418670744414
77,0.007992529920180905,2925.0443161570433
78,0.00934565075749749,3133.5709648443208
79,0.01121649380880857,3335.7258426058265
80,0.012379251441476584,3531.704558428081
81,0.013630667743068241,3721.6967119223464
82,0.015460772765682168,3905.8860777267546
83,0.01821434571030217,4084.4507827112666
84,0.019122647261145962,4257.563478118528
85,0.019950562140144734,4425.391507900961
86,0.021079438164874526,4588.097072040016
87,0.02263545633122494,4745.837384647473
88,0.024827228987150306,4898.764827420046
89,0.02801161245049965,5047.027098374747
90,0.03152989780136449,5190.7673559502455
91,0.03189355423870336,5330.124358662872
92,0.03198381477600621,5465.232600493679
93,0.033076096416281266,5596.222442104355
94,0.036367441075443166,5723.220238011047
95,0.04444040842785839,5846.348459840882
96,0.06310451888119965,5965.725815791877
97,0.10560928906715265,6081.4673664133525
98,0.1642666146852335,6193.68463682037
99,0.21631897781438741,6302.485725452129
100,0.30628042561560254,6407.975409480917
101,0.4871095869579059,6510.255246974843
102,0.8712876783457629,6609.423675914472
103,1.2176423913100354,6705.576110160347
104,1.4557324704194383,6798.805032465401
105,1.7272691192933733,6889.200084623375
106,2.0341507129218717,6976.848154841497
107,2.3806539369204978,7061.833462423027
108,2.780494018585439,7144.2376398425695
109,3.2635376512756045,7224.139812294509
110,3.89123231711224,7301.616674792478
111,4.792493612327199,7376.742566895195
112,6.244375397086475,7449.589545132203
113,8.867266471579676,7520.2274532000365
114,14.162766675660308,7588.723989997631
115,25.3155681862449,7655.144775567588
116,48.74293650659581,7719.553415007799
117,97.5269499941991,7782.0115604159955
118,167.65571783743138,7842.578970927824
119,237.28768529225974,7901.31357090719
120,306.4263726930913,7958.2715063458045
121,375.0752754234466,8013.5071995271055
122,443.23786409283696,8067.073402008032
123,510.9175847123879,8119.021245970459
124,578.1178588692175,8169.40029399254
125,644.842083899578,8218.258587288614
126,711.0936330607706,8265.642692464855
127,776.8758557018399,8311.597746836402
128,842.19207743306,8356.167502350241
129,890.1008568441458,8399.39436815683
130,917.5874794366837,8441.319451872045
131,944.9929131896045,8481.982599569801
132,972.3173482253633,8521.422434544453
133,999.5609757046809,8559.676394880817
134,1026.7239877945567,8596.7807698686
135,1053.806577614475,8632.770735296757
136,1080.8089391881806,8667.680387662318
137,1107.731267396941,8701.542777327055
138,1134.573757934252,8739.05050662681
139,1161.336607261944,8776.37735234863
140,1188.0200125676467,8812.595045896127
141,1214.6241717235714,8847.736559203882
142,1241.1492832465742,8881.833884567184
143,1267.5955462594586,8914.9180637276
144,1293.9631604534836,8947.019216095676
145,1320.2523260520395,8978.166566136411
146,1346.4632437754583,9008.388469942265
147,1372.5961148069225,9037.712441017784
148,1398.6511407594433,9066.165175299258
149,1424.6285236438725,9093.77257543201
150,1450.5284658379207,9120.55977432741
151,1476.3511700561492,9146.551158020879
152,1502.0968393209073,9171.770387851666
153,1527.7656769341895,9196.240421984487
154,1553.3578864503806,9219.983536282045
155,1578.8736716498663,9243.0213445713
156,1604.313236512765,9265.374818314058
157,1629.6767851949369,9287.064305685424
158,1654.964522004034,9308.109550086032
159,1680.1766513763134,9328.529708104876
160,1705.313377854196,9348.343366949033
161,1730.3749060645441,9367.568561356084
162,1755.3614406976378,9386.222790004544
163,1780.27318648683,9404.323031437238
164,1805.1103481888592,9421.885759512023
165,1829.8731305648014,9438.926958393895
166,1854.5617383616393,9455.46213710209
167,1879.176376294434,9471.50634362533
168,1903.7172490290789,9487.074178618099
169,1928.184561165618,9502.179808690296
170,1952.5785172221151,9516.83697930239
171,1976.899321619052,9531.059027277735
172,2001.1471786642453,9544.858892943425
173,2025.3222925382631,9558.249131910688
174,2049.424867280328,9571.241926505547
175,2073.455106774688,9583.84909686007
176,2097.413214737451,9596.082111674332
177,2121.299394703858,9607.952098658816
178,2145.113850015985,9619.46985466676
179,2168.8567838108675,9630.645855525638
180,2192.528399009027,9641.490265576702
181,2216.128898303387,9652.012946931245
182,2239.6584841485756,9662.223468452004
183,2263.117358750595,9672.131114467831
184,2286.5057240568462,9681.745066573858
185,2309.823781746507,9691.074054205425
186,2333.0717332212416,9700.126547403728
187,2356.249779596243,9708.910764518678
188,2379.3581216915873,9717.43467968318
189,2402.3969600238966,9725.706030065645
190,2425.366494798304,9733.73232290729
191,2448.2669259007025,9741.520842350585
192,2471.0984528902786,9749.078656065092
193,2493.8612749923172,9756.412621676649
194,2516.555591091269,9763.529393005763
195,2539.1815997240747,9770.435426120861
196,2561.739499073739,9777.136985211879
197,2584.2294869631414,9783.640148289536
198,2606.6517608490863,9789.950812715444
199,2629.0065178165733,9796.07470056808
200,2651.293954573293,9802.01736384949
201,2673.514267444329,9807.784189537435
202,2695.667652367074,9813.380404487574
203,2717.7543048863395,9818.81108019014
204,2739.774420149663,9824.081137385398
205,2761.7281929028036,9829.1953505421
206,2783.615817485418,9834.158352202994
207,2805.4374878269173,9838.974637201309
208,2827.1933974424883,9843.64856675208
209,2848.8837394292896,9848.184372422
210,2870.5087064628033,9852.586159981409
211,2892.0684907933446,9856.85791314191
212,2913.563284242725,9861.003497183025
213,2934.993278201057,9865.026662471157
214,2956.358663623708,9868.931047874072
215,2977.659631028387,9872.720184073994
216,2998.8963704923704,9876.397496782327
217,3020.069071649849,9879.966309858897
218,3041.177923689411,9883.429848338588
219,3062.2231153516395,9886.791241368099
220,3083.204834926833,9890.053525055468
221,3104.123270252833,9893.219645235
222,3124.978608712974,9896.29246015006
223,3145.77103723413,9899.274743056198
224,3166.500742284871,9902.169184746968
225,3187.167909873722,9904.978396004726
226,3207.772725547512,9907.704909978627
227,3228.315374389828,9910.351184492007
228,3248.796041019552,9912.919604281224
229,3269.2149095894933,9915.412483167998
230,3289.572163785105,9917.831897682872
231,3309.867986823281,9920.180036902533
232,3330.102561451239,9922.459024605143
233,3350.276069945477,9924.670921218156
234,3370.3886941108117,9926.817725708039
235,3390.4406152794836,9928.901377413633
236,3410.4320143103396,9930.923757824828
237,3430.3630715880786,9932.8866923082
238,3450.2339670225697,9934.791951781155
239,3470.044880048231,9936.641254336168
240,3489.795989623472,9938.436266816552
241,3509.4874742302,9940.178601401623
242,3529.119511873378,9942.076996356702
243,3548.692280080647,9943.971693307723
244,3568.2059559019985,9945.810218764247
245,3587.6607159095042,9947.594239818534
246,3607.0567361970916,9949.325374057717
247,3626.3941923803754,9951.005191034725
248,3645.673259596534,9952.635213695481
249,3664.894112504233,9954.216919763674
250,3684.0569252835953,9955.751743084349
251,3703.161871636213,9957.24107492756
252,3722.209124785203,9958.686265253265
253,3741.1988574753045,9960.088623938616
254,3760.1312419730116,9961.44942196876
255,3779.0064500667504,9962.769892592245
256,3797.8246530670895,9964.051232442087
257,3816.5860218069847,9965.294602623493
258,3835.2907266420643,9966.501129769264
259,3853.938937450941,9967.671907063832
260,3872.530823635561,9968.807995236837
261,3891.066554121581,9969.910423527197
262,3909.5462973587796,9970.9801906185
263,3927.970221321493,9972.018265546612
264,3946.3384935090835,9973.025588580298
265,3964.6512809464293,9974.003072075673
266,3982.908750184449,9974.951601305263
267,4001.1110673006447,9975.872035262422
268,4019.2583978996695,9976.76520744184
269,4037.3509071139256,9977.63192659686
270,4055.3887596041773,9978.472977474288
271,4073.37211956019,9979.289121527368
272,4091.3011507013907,9980.081097607565
273,4109.176016277547,9980.849622635797
274,4126.99687906947,9981.59539225371
275,4144.76390138973,9982.319081455624
276,4162.477245083393,9983.02134520167
277,4180.137071528784,9983.702819012731
278,4197.743541638249,9984.364119547696
279,4215.296815858948,9985.005845163569
280,4232.797054173666,9985.628576458925
281,4250.244416101621,9986.232876801236
282,4267.639060699309,9986.819292838512
283,4284.981146561347,9987.388354995752
284,4302.270831821338,9987.940577956644
285,4319.508274152747,9988.47646113095
286,4336.693630769785,9988.996489108009
287,4353.827058428317,9989.501132096775
288,4370.908713426766,9989.990846352763
289,4387.93875160704,9990.466074592332
290,4404.9173283554655,9990.92724639465
291,4421.844598603732,9991.374778591726
292,4438.720716829844,9991.809075646841
293,4455.545837059086,9992.23053002176
294,4472.320112864995,9992.63952253302
295,4489.043697370342,9993.03642269764
296,4505.716743248118,9993.421589068566
297,4522.339402722537,9993.795369560146
298,4538.911827570037,9994.158101763938
299,4555.4341691202935,9994.51011325515
300,4571.906578257239,9994.851721889958
301,4588.32920542009,9995.183236094017
302,4604.702200604375,9995.504955142385
303,4621.025713362978,9995.817169431144
304,4637.299892807179,9996.120160740946
305,4653.524887607704,9996.414202492742
306,4669.7008459957815,9996.69955999591
307,4685.827915764199,9996.97649068901
308,4701.90624426837,9997.24524437341
309,4717.935978427399,9997.50606343994
310,4733.91726472516,9997.759183088854
311,4749.850249211367,9998.004831543229
312,4765.735077502657,9998.24323025604
313,4781.571894783677,9998.474594111094
314,4797.360845808162,9998.699131617988
315,4813.102074900038,9998.91704510127
316,4828.795725954506,9999.128530884003
317,4844.441942439142,9999.333779465866
318,4860.040867394989,9999.532975695967
319,4875.592643437668,9999.726298940535
320,4891.097412758472,9999.913923245616
321,4906.555317125479,10000.09601749496
322,4921.966497884649,10000.2727455632
323,4937.331095960939,10000.444266464496
324,4952.649251859411,10000.610734496764
325,4967.921105666345,10000.772299381617
326,4983.146797050348,10000.866580994894
327,4998.326465263471,10001.035666313868
328,5013.46024914232,10001.199934449578
329,5028.548287109175,10001.35952270204
330,5043.590717173102,10001.514564456022
331,5058.5876769310735,10001.665189292758
332,5073.539303569083,10001.811523098466
333,5088.445733863263,10001.95368816976
334,5103.307104181001,10002.091803316074
335,5118.1235504820625,10002.225983959135
336,5132.895208319701,10002.356342229621
337,5147.622212841781,10002.482987061043
338,5162.304698791894,10002.606024280953
339,5176.942800510476,10002.725556699552
340,5191.536651935921,10002.841684195762
341,5206.086386605705,10002.954503800851
342,5220.592137657492,10003.06410977966
343,5235.054037830255,10003.170593709512
344,5249.472219465391,10003.274044556883
345,5263.846814507833,10003.374548751872
346,5278.177954507161,10003.472190260542
347,5292.465770618717,10003.567050655212
348,5306.710393604715,10003.659209182728
349,5320.91195383535,10003.748742830794
350,5335.070581289906,10003.835726392408
351,5349.186405557865,10003.920232528455
352,5363.259555840015,10004.00233182852
353,5377.290160949552,10004.082092869965
354,5391.278349313183,10004.159582275313
355,5405.22424897223,10004.234864768006
356,5419.127987583733,10004.308003226559
357,5432.989692421543,10004.379058737177
358,5446.8094903774245,10004.448090644873
359,5460.58750796215,10004.515156603116
360,5474.323871306597,10004.580312622078
361,5488.018706162833,10004.643613115486
362,5501.672137905217,10004.705110946159
363,5515.2842915314795,10004.764857470222
364,5528.855291663815,10004.82290258008
365,5542.385262549965,10004.87929474615
366,5555.874328064304,10004.934081057409
367,5569.322611708917,10004.987307260792
368,5582.730236614685,10005.043656987416
369,5596.097325542355,10005.0994595623
370,5609.424000883625,10005.153690325702
371,5622.710384662208,10005.206393539525
372,5635.956598534908,10005.257612219657
373,5649.162763792692,10005.30738817103
374,5662.3290013617525,10005.355762021705
375,5675.455431804574,10005.402773255988
376,5688.542175320997,10005.448460246616
377,5701.589351749277,10005.492860286036
378,5714.597080567144,10005.536009616813
379,5727.5654808928575,10005.577943461178
380,5740.494671486262,10005.618696049733
381,5753.384770749835,10005.65830064937
382,5766.235896729744,10005.696789590387
383,5779.048167116882,10005.73419429285
384,5791.82169924792,10005.77054529221
385,5804.55661010635,10005.8058722642
386,5817.253016323517,10005.840204049035
387,5829.911034179665,10005.873568674924
388,5842.530779604968,10005.905993380924
389,5855.112368180559,10005.937504639158
390,5867.655915139569,10005.968128176393
391,5880.161535368144,10005.997888995025
392,5892.629343406479,10006.026811393464
393,5905.059453449836,10006.054918985952
394,5917.451979349563,10006.273840555297
395,5929.807034614117,10006.501381014077
396,5942.124732410073,10006.722453633834
397,5954.4051855631415,10006.937242826696
398,5966.648506559177,10007.145927730726
399,5978.854807545184,10007.34868236122
400,5991.024200330322,10007.545675757648
401,6003.156796386912,10007.737072126358
402,6015.252706851432,10007.923030979184
403,6027.312042525516,10008.103707268063
404,6039.334913876947,10008.279251515787
405,6051.321431040655,10008.449809942986
406,6063.271703819699,10008.615524591458
407,6075.185841686259,10008.776533443966
408,6087.063953782617,10008.932970540582
409,6098.906148922146,10009.08496609168
410,6110.712535590279,10009.232646587692
411,6122.483221945493,10009.37613490571
412,6134.21831582028,10009.315550413008
413,6145.917924722121,10009.256540332599
414,6157.582155834454,10009.199064295155
415,6169.211116017637,10009.143082948489
416,6180.804911809917,10009.08855793253
417,6192.363649428386,10009.035451854885
418,6203.887434769944,10008.983728267
419,6215.376373412252,10008.933351640862
420,6226.830570614686,10008.88428734629
421,6238.250131319285,10008.836501628744
422,6249.635160151708,10008.789961587674
423,6260.985761422166,10008.544635155386
424,6272.302039126379,10008.30616245679
425,6283.5840969465025,10008.074351818488
426,6294.832038252077,10007.849016933398
427,6306.0459661009545,10007.629976710337
428,6317.225983240233,10007.417055127822
429,6328.372192107193,10007.210081091982
430,6339.484694830214,10007.008888298444
431,6350.563593229706,10006.93570389095
432,6361.608988819031,10006.963013855022
433,6372.620982805418,10006.98965457974
434,6383.5996760908865,10007.015642453147
435,6394.545169273156,10007.040993462313
436,6405.457562646557,10007.065723203143
437,6416.336956202944,10007.089846889936
438,6427.183449632599,10007.113379364713
439,6437.997142325136,10007.136335106326
440,6448.778133370406,10007.15872823932
441,6459.526521559387,10007.180572542606
442,6470.24240538509,10007.20188145791
443,6480.9258830434455,10007.222668098017
444,6491.577052434199,10007.24294525481
445,6502.1960111617955,10007.262725407114
446,6512.7828565362715,10007.282020728358
447,6523.337685574131,10007.300843094039
448,6533.860594999232,10007.319204088999
449,6544.351681243662,10007.337115014547
450,6554.811040448617,10007.35458689538
451,6565.238768465269,10007.371630486354
452,6575.634960855641,10007.388256279075
453,6585.999712893477,10007.404474508348
454,6596.333119565103,10007.42029515845
455,6606.635275570291,10007.435727969252
456,6616.906275323124,10007.450782442209
457,6627.14621295285,10007.46546784618
458,6637.355182304739,10007.479793223123
459,6647.533276940935,10007.493767393644
460,6657.68059014131,10007.507398962407
461,6667.797214904306,10007.520696323421
462,6677.883243947789,10007.533667665188
463,6687.938769709886,10007.546320975736
464,6697.963884349828,10007.558664047514
465,6707.958679748787,10007.570704482187
466,6717.923247510716,10007.582449695296
467,6727.857678963176,10007.593906920813
468,6737.762065158173,10007.605083215578
469,6747.636496872982,10007.615985463646
470,6757.481064610977,10007.626620380497
471,6767.2958586024515,10007.636994517175
472,6777.080968805442,10007.647114264306
473,6786.836484906546,10007.656985856016
474,6796.562496321736,10007.666615373768
475,6806.259092197179,10007.676008750099
476,6815.926361410042,10007.685171772257
477,6825.5643925693075,10007.694110085762
478,6835.173274016575,10007.71777583943
479,6844.753093826868,10007.74914577317
480,6854.303939809435,10007.779758764684
481,6863.825899508552,10007.809633169294
482,6873.319060204313,10007.83878689555
483,6882.783508913436,10007.86723741614
484,6892.219332390044,10007.895001778508
485,6901.626617126463,10007.922096615253
486,6911.0054493540065,10007.948538154238
487,6920.355915043763,10007.974342228474
488,6929.678099907378,10007.999524285746
489,6938.972089397836,10008.024099398022
490,6948.237968710237,10008.048082270616
491,6957.475822782575,10008.071487251129
492,6966.685736296511,10008.094328338186
493,6975.867793678147,10008.11661918994
494,6985.02207909879,10008.13837313238
495,6994.148676475725,10008.159603167438
496,7003.247669472977,10008.180321980883
497,7012.319141502074,10008.200541950036
498,7021.363175722806,10008.220275151301
499,7030.379855043987,10008.23953336749
500,7039.369262124205,10008.258328094991
501,7048.33147937258,10008.276670550747
502,7057.266588949516,10008.294571679076
503,7066.174672767444,10008.312042158313
504,7075.055812491575,10008.329092407294
505,7083.910089540642,10008.345732591686
506,7092.737585087643,10008.361972630159
507,7101.538380060581,10008.377822200402
508,7110.312555143202,10008.393290745
509,7119.060190775729,10008.408387477168
510,7127.781367155598,10008.423121386333
511,7136.476164238188,10008.437501243596
512,7145.144661737553,10008.451535607046
513,7153.786939127143,10008.465232826955
514,7162.4030756405355,10008.47860105084
515,7170.993150272151,10008.491648228404
516,7179.557241777981,10008.504382116354
517,7188.0954286763035,10008.516810283103
518,7196.607789248396,10008.52894011336
519,7205.094401539253,10008.5407788126
520,7213.555343358296,10008.552333411433
521,7221.9906922800865,10008.563610769867
522,7230.400525645028,10008.57461758145
523,7238.784920560079,10008.588758000487
524,7247.143953899449,10008.603364131957
525,7255.477702305304,10008.617688534341
526,7263.786242188465,10008.631736495274
527,7272.0696497291065,10008.645513207044
528,7280.328000877447,10008.659023768203
529,7288.561371354448,10008.672273185153
530,7296.769836652499,10008.685266373717
531,7304.953472036111,10008.698008160674
532,7313.1123525426,10008.710503285285
533,7321.246552982774,10008.722756400772
534,7329.356147941615,10008.734772075808
535,7337.441211778957,10008.746554795955
536,7345.5018186301695,10008.758108965096
537,7353.538042406829,10008.76943890683
538,7361.5499567973975,10008.780548865869
539,7369.537635267891,10008.79144300939
540,7377.5011510625545,10008.802125428376
541,7385.440577204527,10008.812600138932
542,7393.355986496507,10008.822871083592
543,7401.247451521422,10008.832942132589
544,7409.115044643084,10008.842817085118
545,7416.958838006858,10008.852499670566
546,7424.778903540314,10008.861993549732
547,7432.575312953884,10008.871302316036
548,7440.348137741522,10008.88042949668
549,7448.0974491813495,10008.889378553824
550,7455.823318336309,10008.89815288572
551,7463.525816054814,10008.906755827831
552,7471.205012971394,10008.91519065395
553,7478.860979507343,10008.92346057727
554,7486.493785871353,10008.931568751468
555,7494.103502060165,10008.948428983265
556,7501.690197859202,10008.979613114316
557,7509.25394284321,10009.024877297046
558,7516.794806376889,10009.06938213974
559,7524.312857615529,10009.03550116795
560,7531.808165505639,10009.057476144148
561,7539.280798785581,10009.082934092912
562,7546.730825986192,10009.107929798747
563,7554.158315431411,10009.132471624995
564,7561.563335238907,10009.156567784326
565,7568.945953320694,10009.189736395872
566,7576.306237383757,10009.234510805421
567,7583.6442549306685,10009.278476759157
568,7590.960073260201,10009.321648926525
569,7598.253759467948,10009.364041709629
570,7605.5253804469285,10009.40566924812
571,7612.775002888206,10009.446545424002
572,7620.0026932814935,10009.486683866337
573,7627.208517915759,10009.526097955875
574,7634.392542879832,10009.564800829605
575,7641.55483406301,10009.602805385199
576,7648.695457155654,10009.64012428539
577,7655.814477649797,10009.676769962281
578,7662.911960839731,10009.712754621549
579,7669.987971822613,10009.748090246587
580,7677.042575499052,10009.782788602575
581,7684.075836573709,10009.816861240462
582,7691.087819555882,10009.850319500883
583,7698.078588760095,10009.88317451801
584,7705.048208306689,10009.915437223317
585,7711.996742122406,10009.947118349288
586,7718.924253940972,10009.97822843306
587,7725.830807303681,10010.008777819981
588,7732.716465559969,10010.038776667127
589,7739.581291868002,10010.06823494673
590,7746.425349195246,10010.097162449567
591,7753.248700319044,10010.125568788264
592,7760.05140782719,10010.153463400564
593,7766.833534118499,10010.180855552506
594,7773.595141403379,10010.207754341573
595,7780.336291704397,10010.234168699766
596,7787.057046856846,10010.26010739663
597,7793.7574685093105,10010.285579042216
598,7800.437618124229,10010.31059209
599,7807.097556978454,10010.33515483973
600,7813.737346163816,10010.359275440247
601,7820.3570465876755,10010.382961892235
602,7826.956718973484,10010.406222050922
603,7833.536423861336,10010.429063628739
604,7840.096221608522,10010.451494197929
605,7846.636172390083,10010.473521193102
606,7853.156336199356,10010.495151913747
607,7859.656772848523,10010.516393526696
608,7866.137541969161,10010.537253068553
609,7872.598703012781,10010.557737448064
610,7879.040315251373,10010.577853448453
611,7885.462437777949,10010.59760772971
612,7891.865129507083,10010.617006830838
613,7898.248449175446,10010.636057172067
614,7904.612455342345,10010.654765057006
615,7910.957206390257,10010.673136674794
616,7917.282760525364,10010.69117810216
617,7923.589175778083,10010.7088953055
618,7929.876510003594,10010.726294142869
619,7936.144820882375,10010.743380365962
620,7942.39416592072,10010.760159622065
621,7948.624602451273,10010.776637455936
622,7954.836187633546,10010.792819311697
623,7961.028978454442,10010.808710534657
624,7967.20303172878,10010.824316373113
625,7973.358404099807,10010.839641980123
626,7979.49515203972,10010.854692415236
627,7985.613331850182,10010.869472646204
628,7991.712999662835,10010.88398755065
629,7997.794211439811,10010.898241917706
630,8003.857022974248,10010.912240449637
631,8009.901489890795,10010.925987763412
632,8015.927667646124,10010.939488392269
633,8021.935611529433,10010.952746787227
634,8027.925376662954,10010.965767318596
635,8033.897018002454,10010.97855427744
636,8039.850590337741,10010.991111877029
637,8045.78614829316,10011.00344425424
638,8051.703746328097,10011.015555470964
639,8057.603438737468,10011.029762288927
640,8063.485279652229,10011.044867014818
641,8069.349323039854,10011.059723415048
642,8075.195622704844,10011.074335564297
643,8081.024232289207,10011.08870747054
644,8086.8352052729515,10011.102843076133
645,8092.628594974578,10011.116746258882
646,8098.404454551563,10011.130420833097
647,8104.162837000845,10011.143870550635
648,8109.903795159311,10011.157099101916
649,8115.627381704277,10011.170110116924
650,8121.3336491539685,10011.182907166194
651,8127.022649868005,10011.195493761788
652,8132.694436047873,10011.207873358251
653,8138.349059737406,10011.220049353542
654,8143.986572823258,10011.232025089963
655,8149.607027035381,10011.243803855072
656,8155.210473947494,10011.255388882577
657,8160.796964977558,10011.266783353203
658,8166.36655138824,10011.277990395576
659,8171.91928428739,10011.289013087066
660,8177.455214628499,10011.29985445462
661,8182.974393211171,10011.310517475595
662,8188.476870681586,10011.32100507856
663,8193.96269753296,10011.331320144101
664,8199.431924106008,10011.341465505604
665,8204.884600589403,10011.351443950018
666,8210.32077702024,10011.361258218623
667,8215.740503284489,10011.370911007776
668,8221.143829117445,10011.38040496964
669,8226.530804104197,10011.38974271291
670,8231.901477680065,10011.39892680353
671,8237.255899131063,10011.407959765374
672,8242.594117594348,10011.416844080957
673,8247.916182058663,10011.434922246945
674,8253.222141364793,10011.467569191494
675,8258.512044206003,10011.499744116054
676,8263.78593912849,10011.53145384058
677,8269.043874531819,10011.562705086577
678,8274.285898669375,10011.593433943253
679,8279.5120596488,10011.623649136258
680,8284.722405432425,10011.653359245644
681,8289.91698383772,10011.682572708305
682,8295.095842537727,10011.711297820357
683,8300.259029061493,10011.739542739486
684,8305.406590794508,10011.767315487254
685,8310.538574979133,10011.794623951364
686,8315.655028715037,10011.821475887897
687,8320.755998959627,10011.847878923503
688,8325.841532528471,10011.873840557555
689,8330.911676095739,10011.899368164273
690,8335.966476194611,10011.924468994812
691,8341.005979217724,10011.94915017931
692,8346.030231417573,10011.973418728903
693,8351.039278906957,10011.997281537715
694,8356.03316765938,10012.020745384802
695,8361.011943509482,10012.043816936073
696,8365.975652153456,10012.066502746175
697,8370.924339149471,10012.08880926035
698,8375.858049918077,10012.110742816263
699,8380.77682974263,10012.132309645778
700,8385.6807237697,10012.153515876742
701,8390.569777009487,10012.174367534706
702,8395.444034336233,10012.19487054464
703,8400.303540488629,10012.215030732597
704,8405.148340070224,10012.234853827378
705,8409.978477549837,10012.254345462141
706,8414.793997261962,10012.273511176001
707,8419.594943407168,10012.292356415599
708,8424.381360052512,10012.31088653664
709,8429.15329113193,10012.32910680541
710,8433.910780446655,10012.347022400274
711,8438.653871665601,10012.36463841313
712,8443.382608325772,10012.381959850863
713,8448.097033832653,10012.398991636757
714,8452.797191460622,10012.415738611882
715,8457.48312435332,10012.432205536483
716,8462.154875524073,10012.448397091308
717,8466.812487856265,10012.46431787895
718,8471.456004103738,10012.479972425142
719,8476.085466891187,10012.49536518004
720,8480.70091871454,10012.510500519486
721,8485.302401941351,10012.525382746242
722,8489.889958811193,10012.540016091214
723,8494.463631436036,10012.554404714652
724,8499.023461800633,10012.568552707324
725,8503.569491762906,10012.582464091674
726,8508.101763054334,10012.59614282297
727,8512.620317280323,10012.609592790413
728,8517.125195920597,10012.622817818254
729,8521.616440329568,10012.635821666863
730,8526.094091736724,10012.6486080338
731,8530.558191246997,10012.661180554864
732,8535.008779841144,10012.673542805125
733,8539.445898376121,10012.685698299934
734,8543.869587585452,10012.697650495926
735,8548.27988807961,10012.709402791983
736,8552.676840346383,10012.720958530215
737,8557.060484751244,10012.732320996905
738,8561.43086153772,10012.746210787698
739,8565.78801082776,10012.786134741706
740,8570.131972622108,10012.825573007925
741,8574.462786800657,10012.864531497284
742,8578.780493122824,10012.903016048747
743,8583.085131227908,10012.945788268717
744,8587.376740635456,10012.989850685128
745,8591.655360745623,10013.033387435056
746,8595.921030839529,10013.076404790318
747,8600.173790079622,10013.118908947894
748,8604.413677510036,10013.16090603082
749,8608.640732056945,10013.202402089079
750,8612.854992528926,10013.24340310046
751,8617.056497617305,10013.283914971427
752,8621.245285896515,10013.323943537973
753,8625.421395824449,10013.363494566453
754,8629.584865742814,10013.402573754416
755,8633.735733877475,10013.441186731434
756,8637.874038338807,10013.479339059906
