variant,step,com_y,com_x,dist,phi_peak,grad_phi_mag
A_pure_det,270,61.661991100357994,64.13747835080571,2.3420473760676748,784.5438628066021,2.27145245619176
A_pure_det,275,61.66198828292422,64.13747829640363,2.342050185449851,800.4083926470648,2.2672479402064925
A_pure_det,280,61.661985576518575,64.1374782439266,2.342052884108367,816.2462675257135,2.262929818452525
A_pure_det,285,61.66198297469873,64.13747819327534,2.342055478468614,832.0575334580784,2.2585022285217393
A_pure_det,290,61.66198047151188,64.13747814435726,2.342057974467694,847.842236130692,2.2539692062441743
A_pure_det,295,61.66197806144909,64.1374780970858,2.3420603775999638,863.600420913247,2.2493346865492323
A_pure_det,300,61.66197573940456,64.13747805137999,2.3420626929576605,879.332132870226,2.244602504484756
A_pure_det,305,61.661973500639476,64.13747800716408,2.3420649252669814,895.0374167720306,2.2397763963719135
A_pure_det,310,61.66197134074951,64.13747796436704,2.3420670789204885,910.7163171056509,2.234860001081929
A_pure_det,315,61.66196925563572,64.1374779229222,2.342069158006143,926.3688780848942,2.2298568614140355
A_pure_det,320,61.661967241478656,64.13747788276699,2.342071166333128,941.9951436602025,2.22477042556318
A_pure_det,325,61.661965294714854,64.13747784384262,2.3420731074553194,957.595157528081,2.219604048663437
A_pure_det,330,61.66196341201567,64.13747780609383,2.34207498469237,973.1689631401518,2.214360994393194
A_pure_det,335,61.661961590268334,64.13747776946846,2.342076801148631,988.7166037118565,2.209044436632288
A_pure_det,340,61.66195982655857,64.13747773391748,2.34207855973046,1004.2381222308193,2.2036574611609283
A_pure_det,345,61.66195811815516,64.13747769939465,2.342080263161661,1019.7335614648892,2.1982030673918564
A_pure_det,350,61.66195646249574,64.13747766585622,2.3420819139976126,1035.202963969872,2.192684170127033
A_pure_det,355,61.66195485717382,64.137477633261,2.3420835146382264,1050.6463720969637,2.1871036013309637
A_pure_det,360,61.6619532999273,64.13747760156994,2.3420850673394162,1066.063827999903,2.1814641119164166
A_pure_det,365,61.66195178862766,64.13747757074617,2.342086574223861,1081.4553736418468,2.175768373535308
A_pure_det,370,61.661950321270254,64.1374775407548,2.3420880372907114,1096.8210508019804,2.1700189803673067
A_pure_det,375,61.66194889596544,64.13747751156272,2.342089458424403,1112.1609010818788,2.1642184509083315
A_pure_det,380,61.66194751093047,64.13747748313855,2.342090839402765,1127.4749659116214,2.15836922974733
A_pure_det,385,61.66194616448195,64.13747745545253,2.3420921819045426,1142.7632865556684,2.1524736893327385
A_pure_det,390,61.661944855029134,64.13747742847644,2.3420934875160797,1158.0259041185143,2.1465341317242026
A_pure_det,395,61.661943581067504,64.13747740218345,2.34209475773773,1173.2628595501187,2.1405527903248025
A_pure_det,400,61.66194234117311,64.13747737654805,2.34209599398949,1188.4741936511282,2.1345318315959374
A_pure_det,405,61.661941133997175,64.13747735154598,2.342097197616383,1203.6599470778938,2.128473356749093
A_pure_det,410,61.66193995826117,64.13747732715416,2.3420983698933786,1218.8201603472908,2.1223794034122023
A_pure_det,415,61.66193881275245,64.13747730335062,2.3420995120297445,1233.9548738413494,2.1162519472731636
A_pure_det,420,61.66193769631991,64.1374772801144,2.342100625173372,1249.0641278117039,2.110092903696513
A_pure_det,425,61.661936607870146,64.13747725742553,2.342101710414602,1264.1479623838613,2.103904129309879
A_pure_det,430,61.661935546363985,64.13747723526501,2.3421027687897022,1279.2064175613039,2.0976874235652936
A_pure_det,435,61.661934510813026,64.13747721361464,2.3421038012843005,1294.2395332294245,2.091444530269863
A_pure_det,440,61.66193350027666,64.13747719245708,2.3421048088363663,1309.2473491593048,2.085177139085847
A_pure_det,445,61.66193251385921,64.13747717177576,2.3421057923390562,1324.2299050113386,2.078886887001056
A_pure_det,450,61.661931550707294,64.13747715155479,2.3421067526433585,1339.1872403387108,2.072575359770116
A_pure_det,455,61.66193061000726,64.13747713177906,2.3421076905606237,1354.11939459073,2.066244093322681
A_pure_det,460,61.66192969098303,64.13747711243407,2.342108606864746,1369.0264071160295,2.0598945751424145
A_pure_det,465,61.66192879289385,64.13747709350594,2.342109502294381,1383.9083171656291,2.0535282456145922
A_pure_det,470,61.66192791503238,64.1374770749814,2.3421103775548837,1398.7651638958764,2.0471464993431048
A_pure_det,475,61.66192705672275,64.13747705684769,2.3421112333201917,1413.5969863712626,2.040750686437022
A_pure_det,480,61.66192621731897,64.1374770390926,2.3421120702344806,1428.4038235671173,2.0343421137655686
A_pure_det,485,61.661925396203074,64.13747702170444,2.342112888913956,1443.185714372194,2.0279220461845346
A_pure_det,490,61.661924592783855,64.13747700467201,2.3421136899481483,1457.9426975911429,2.0214917077310015
A_pure_det,495,61.66192380649525,64.1374769879845,2.3421144739015083,1472.6748119468791,2.015052282790166
B_diss_only,0,56.19121424687097,64.02708684669946,7.808832731947524,4.995281721888376,0.4431915459182432
B_diss_only,5,57.15804008244651,64.10922749507333,6.842831735406661,4.9717952892007276,0.5186511834525757
B_diss_only,10,58.05775281676424,64.16221365090422,5.944460854881035,4.948557268644352,0.5705031010492538
B_diss_only,15,58.877124229347515,64.19833745505315,5.126713753235619,4.926052971152594,0.5692465063121447
B_diss_only,20,59.60806621344108,64.22073772420322,4.397477405104455,4.9070605227979405,0.5882693037363325
B_diss_only,25,60.24383125552543,64.23140232619241,3.7632898737055767,4.906755836574857,0.567330387154589
B_diss_only,30,60.78313223894105,64.2310160301235,3.225152182194577,5.109165959074781,0.6834774999651158
B_diss_only,35,61.229684000794016,64.21787744301643,2.778870510770883,7.365962503362899,0.8556160629476671
B_diss_only,40,61.56944198495723,64.18397317738656,2.437510696281425,21.346862667910504,2.4958190914771765
B_diss_only,45,61.707578826079974,64.15258565689994,2.2974936825437533,38.49369024240867,2.5193662843937417
B_diss_only,50,61.73256940797112,64.14232283986561,2.27189288489045,55.610770709691195,2.5389581534238648
B_diss_only,55,61.7355252024902,64.14047479347221,2.26882773170598,72.69822740038678,2.555633825787936
B_diss_only,60,61.73571241720482,64.14016511349813,2.2686217218043137,89.75618415664185,2.56989314430263
B_diss_only,65,61.735696840052015,64.14014598370815,2.268636087366142,106.78476361378075,2.5821358544841364
B_diss_only,70,61.7355932168582,64.14014894997352,2.268739695892255,123.78408501021227,2.5926820199274014
B_diss_only,75,61.73551081157167,64.14014961807386,2.2688219850739806,140.7542629856507,2.6017885769282083
B_diss_only,80,61.73543927994069,64.14014930006437,2.2688933604610115,157.69540703526707,2.6096624043163246
B_diss_only,85,61.735380422533396,64.14014918769243,2.268952098537091,174.60762138387335,2.6164706465416034
B_diss_only,90,61.73533143747397,64.14014901786638,2.269000979572869,191.4910051187854,2.622348871701515
B_diss_only,95,61.735290111900795,64.1401487967994,2.2690422125863217,208.34565247237296,2.627407522654168
B_diss_only,100,61.73525474608311,64.14014855149348,2.269077495729225,225.17165318188583,2.6317370220452836
B_diss_only,105,61.735224111828316,64.14014830549813,2.2691080563027044,241.9690928795153,2.635411815406869
B_diss_only,110,61.735197302258115,64.1401480657664,2.2691347998823215,258.7380534830827,2.638493576101907
B_diss_only,115,61.735173630620785,64.14014783517878,2.269158412086017,275.47861356959515,2.6410337483521555
B_diss_only,120,61.7351525681432,64.14014761535613,2.269179420777113,292.1908487218467,2.643075567175384
B_diss_only,125,61.73513370018609,64.14014740682843,2.2691982398357107,308.8748318434534,2.6446556646192616
B_diss_only,130,61.73511669664099,64.14014720957033,2.2692151987382676,325.53063344105493,2.6458053485214412
B_diss_only,135,61.73510129119093,64.14014702324951,2.269230563272647,342.15832187446233,2.6465516218034275
B_diss_only,140,61.7350872664525,64.14014684736829,2.2692445503763725,358.75796357673033,2.6469179959720046
B_diss_only,145,61.73507444312438,64.14014668134956,2.2692573389727357,375.32962324674327,2.6469251412197963
B_diss_only,150,61.73506267192641,64.14014652458755,2.2692690780194216,391.8733640171503,2.6465914066330005
B_diss_only,155,61.73505182751894,64.14014637647811,2.269279892579417,408.38924760049923,2.6459332370233817
B_diss_only,160,61.73504180385346,64.14014623643632,2.2692898884626094,424.8773344162831,2.6449655073835303
B_diss_only,165,61.7350325105736,64.14014610390618,2.2692991558185085,441.3376837014142,2.6437017916208037
B_diss_only,170,61.73502387019793,64.14014597836525,2.269307771948337,457.770353606392,2.6421545787918204
B_diss_only,175,61.73501581589226,64.1401458593268,2.2693158035285976,474.1754012791812,2.640335447347977
B_diss_only,180,61.73500828969144,64.14014574633923,2.2693233083858857,490.5528829385684,2.6382552057589495
B_diss_only,185,61.73500124106803,64.14014563898535,2.2693303369254023,506.9028539385361,2.6359240061827642
B_diss_only,190,61.73499462577069,64.14014553688038,2.26933693329024,523.2253688249791,2.633351436504942
B_diss_only,195,61.7349884048747,64.1401454396699,2.2693431363089034,539.5204813859012,2.630546595000625
B_diss_only,200,61.734982544000545,64.14014534702766,2.2693489802751245,555.7882446960654,2.6275181510264014
B_diss_only,205,61.734977012666704,64.14014525865343,2.269354495593689,572.0287111569174,2.6242743944666405
B_diss_only,210,61.734971783750346,64.14014517427086,2.2693597093185773,588.2419325324885,2.6208232761274357
B_diss_only,215,61.73496683303554,64.14014509362538,2.269364645603766,604.4279599818625,2.6171724408349366
B_diss_only,220,61.73496213883267,64.14014501648248,2.2693693260829852,620.5868440887091,2.6133292546538116
B_diss_only,225,61.734957681656326,64.14014494262587,2.2693737701910837,636.7186348883006,2.6093008273642053
B_diss_only,230,61.73495344395139,64.14014487185585,2.2693779954373317,652.8233818923663,2.6050940311159367
B_diss_only,235,61.73494940985917,64.14014480398801,2.2693820176387587,668.9011341120791,2.6007155159991657
B_diss_only,240,61.734945565016744,64.14014473885173,2.269385851120328,684.9519400794219,2.5961717231290726
B_diss_only,245,61.734941896384164,64.14014467628907,2.2693895088873424,700.9758478671447,2.591468895727751
B_diss_only,250,61.73493839209536,64.14014461615369,2.2693930027741835,716.9729051074833,2.586613088589765
B_diss_only,255,61.73493504132843,64.14014455830979,2.2693963435737046,732.9431590097878,2.5816101762498715
B_diss_only,260,61.734931834193226,64.14014450263126,2.269399541149382,748.8866563771844,2.57646586010325
B_diss_only,265,61.73492876163283,64.14014444900083,2.2694026045336098,764.8034436223695,2.571185674682966
B_diss_only,270,61.73492581533752,64.14014439730941,2.2694055420135077,780.6935667826273,2.565774993261508
B_diss_only,275,61.734922987669066,64.14014434745533,2.269408361206443,796.5570715341405,2.560239032908533
B_diss_only,280,61.73492027159418,64.14014429934372,2.2694110691264235,812.394003205657,2.5545828591101625
B_diss_only,285,61.734917660625726,64.14014425288607,2.269413672242729,828.2044067915634,2.5488113900365033
B_diss_only,290,61.73491514877047,64.14014420799965,2.269416176532052,843.9883269644102,2.5429294005260696
B_diss_only,295,61.734912730483025,64.14014416460707,2.269418587524408,859.7458080869267,2.5369415258406764
B_diss_only,300,61.73491040062474,64.14014412263585,2.269420910344165,875.4768942235569,2.530852265234547
B_diss_only,305,61.73490815442687,64.14014408201801,2.2694231497467734,891.1816291515465,2.524665985373899
B_diss_only,310,61.73490598745799,64.14014404268988,2.2694253101512545,906.8600563716013,2.5183869236292646
B_diss_only,315,61.73490389559457,64.14014400459159,2.2694273956695823,922.5122191181421,2.512019191266251
B_diss_only,320,61.7349018749947,64.14014396766694,2.269429410132857,938.1381603691738,2.5055667765488847
B_diss_only,325,61.73489992207434,64.14014393186297,2.2694313571150015,953.7379228557843,2.499033547768431
B_diss_only,330,61.73489803348616,64.14014389712989,2.269433239953891,969.3115490712904,2.492423256206922
B_diss_only,335,61.73489620610016,64.14014386342079,2.26943506177065,984.8590812800417,2.485739539042039
B_diss_only,340,61.734894436986316,64.14014383069139,2.2694368254869737,1000.3805615258982,2.4789859222005695
B_diss_only,345,61.73489272339894,64.14014379889997,2.2694385338407326,1015.8760316403911,2.472165823161093
B_diss_only,350,61.73489106276231,64.14014376800705,2.269440189400302,1031.3455332505787,2.4652825537107117
B_diss_only,355,61.734889452657626,64.14014373797535,2.2694417945775505,1046.7891077866068,2.4583393226567494
B_diss_only,360,61.734887890811464,64.1401437087696,2.2694433516393917,1062.2067964889843,2.4513392384928103
B_diss_only,365,61.734886375084805,64.14014368035645,2.269444862718701,1077.5986404155842,2.4442853120235393
B_diss_only,370,61.73488490346325,64.1401436527042,2.2694463298240786,1092.9646804483752,2.4371804589439012
B_diss_only,375,61.73488347404818,64.14014362578295,2.2694477548486605,1108.3049572998975,2.4300275023749998
B_diss_only,380,61.734882085048476,64.14014359956427,2.269449139578407,1123.619511519486,2.4228291753553832
B_diss_only,385,61.73488073477299,64.14014357402111,2.269450485699555,1138.908383499254,2.415588123288769
B_diss_only,390,61.734879421623745,64.14014354912788,2.2694517948054633,1154.171613479839,2.4083069063449662
B_diss_only,395,61.73487814408951,64.14014352486026,2.2694530684029703,1169.4092415559282,2.400988001818097
B_diss_only,400,61.73487690073998,64.14014350119501,2.269454307918212,1184.6213076815573,2.393633806434611
B_diss_only,405,61.73487569022058,64.14014347811015,2.2694555147018165,1199.8078516752012,2.3862466386186276
B_diss_only,410,61.734874511247334,64.14014345558466,2.26945669003403,1214.9689132246606,2.3788287407088546
B_diss_only,415,61.73487336260241,64.14014343359857,2.2694578351291135,1230.1045318917472,2.3713822811285366
B_diss_only,420,61.73487224312987,64.14014341213279,2.2694589511396153,1245.2147471167807,2.363909356508449
B_diss_only,425,61.734871151731895,64.14014339116918,2.2694600391601503,1260.2995982228977,2.3564119937618746
B_diss_only,430,61.73487008736503,64.1401433706904,2.2694611002311023,1275.359124420184,2.348892152113924
B_diss_only,435,61.734869049036924,64.14014335067988,2.2694621353419127,1290.393364809634,2.341351725081942
B_diss_only,440,61.734868035803245,64.1401433311218,2.269463145434128,1305.4023583869443,2.3337925424097468
B_diss_only,445,61.73486704676482,64.14014331200111,2.269464131404278,1320.386144046145,2.3262163719547697
B_diss_only,450,61.7348660810649,64.14014329330328,2.269465094106576,1335.344760583078,2.3186249215286727
B_diss_only,455,61.73486513788676,64.14014327501452,2.2694660343553448,1350.2782466987262,2.31101984069241
B_diss_only,460,61.734864216451406,64.14014325712162,2.2694669529272637,1365.1866410023963,2.3034027225038303
B_diss_only,465,61.734863316015264,64.1401432396119,2.269467850563714,1380.0699820147684,2.2957751052238153
B_diss_only,470,61.73486243586837,64.14014322247318,2.2694687279725474,1394.9283081708052,2.288138473972879
B_diss_only,475,61.734861575332424,64.14014320569389,2.269469585830061,1409.7616578225397,2.2804942623483
B_diss_only,480,61.73486073375906,64.14014318926289,2.2694704247826922,1424.5700692417336,2.2728438539938676
B_diss_only,485,61.73485991052808,64.14014317316943,2.2694712454487846,1439.353580622421,2.265188584130797
B_diss_only,490,61.734859105046134,64.14014315740326,2.2694720484199307,1454.112230083336,2.2575297410446815
B_diss_only,495,61.7348583167452,64.14014314195454,2.2694728342624555,1468.8460556702287,2.2498685675301378
C_noise_only,0,59.47794652961166,63.69554208925432,4.5322910551361195,4.995281996941609,0.5973031428213939
C_noise_only,5,60.323389398477765,63.82580951254191,3.6807346876875786,4.9718004944864855,0.5725415192460136
C_noise_only,10,60.49937820560236,63.877269766284144,3.502772567221527,4.94858983304254,0.5677918697088434
C_noise_only,15,60.41543924238116,63.94422658449045,3.5849946302524,4.926296538394529,0.5627931317569221
C_noise_only,20,60.61228210557136,64.098161642375,3.3891397492971245,4.908620456613124,0.5519078888517189
C_noise_only,25,60.89658730564846,64.14946030845331,3.107009612998526,4.91690226212379,0.5705548206718015
C_noise_only,30,61.115802023753446,64.19524637788591,2.890799044254423,5.237584155555549,0.4804301108919594
C_noise_only,35,61.37075426922316,64.15090370265989,2.6335726760969953,8.865937989622292,1.112713884227946
C_noise_only,40,61.616923379772146,64.152718216382,2.38796503983863,25.115054859738354,2.3111871120978336
C_noise_only,45,61.68768163714589,64.13642905387202,2.3163395903737243,42.2752256555117,2.3204078346356707
C_noise_only,50,61.69761276915608,64.1332216821664,2.3062382741929284,59.40442610099546,2.328737472519867
C_noise_only,55,61.697856306976604,64.13244989380824,2.3059506841424895,76.50301203901708,2.3363051802798718
C_noise_only,60,61.697634440208205,64.1322973765631,2.3061634301932865,93.57128858403358,2.343197826456435
C_noise_only,65,61.6974643678462,64.13226958702082,2.306331628580016,110.60951841757544,2.3494871323405313
C_noise_only,70,61.69732917848117,64.1322586404723,2.3064659677207007,127.61792912044463,2.3552320905607345
C_noise_only,75,61.697220718257796,64.13225662591562,2.3065741339743937,144.59671932897282,2.360481009942476
C_noise_only,80,61.69713343054882,64.13225554363068,2.306661216025645,161.54606386014,2.3652733809031408
C_noise_only,85,61.69706171040636,64.13225459840557,2.306732763992375,178.4661179486877,2.369641515318186
C_noise_only,90,61.69700179175855,64.13225363964588,2.3067925291111253,195.35702073055194,2.3736119506646136
C_noise_only,95,61.69695096902424,64.13225274407687,2.306843216907953,212.21889809390953,2.3772066282097977
C_noise_only,100,61.69690728087837,64.13225193106577,2.306886786589599,229.05186500446993,2.380443865541184
C_noise_only,105,61.696869293021045,64.13225119254683,2.306924669632591,245.85602739693027,2.3833391483132327
C_noise_only,110,61.696835937287716,64.13225052085821,2.306957932004097,262.6314837106405,2.385905767039841
C_noise_only,115,61.69680640168244,64.13224990878193,2.306987383949863,279.3783261349681,2.3881553236258966
C_noise_only,120,61.69678005619473,64.13224934949592,2.307013654052449,296.0966416187934,2.390098130096346
C_noise_only,125,61.69675640398754,64.13224883696378,2.3070372379852624,312.78651268901956,2.3917435192713965
C_noise_only,130,61.696735047528,64.13224836590291,2.307058532324186,329.4480181148722,2.3931000843359085
C_noise_only,135,61.69671566468155,64.13224793171362,2.307077858410048,346.0812334479537,2.394175861577924
C_noise_only,140,61.69669799147178,64.13224753039958,2.3070954795558247,362.6862314623593,2.3949784681395365
C_noise_only,145,61.69668180940374,64.13224715848652,2.307111613697824,379.26308251449314,2.3955152044838566
C_noise_only,150,61.69666693599241,64.13224681294898,2.3071264428474114,395.8118548384023,2.3957931294461
C_noise_only,155,61.696653217581414,64.13224649114606,2.3071401202567867,412.33261478933315,2.3958191141842167
C_noise_only,160,61.69664052382655,64.13224619076611,2.307152775923208,428.8254270456909,2.3955998800570244
C_noise_only,165,61.69662874340769,64.1322459097796,2.3071645208673472,445.29035477754974,2.3951420243982513
C_noise_only,170,61.69661778065929,64.13224564639899,2.3071754504949182,461.7274597882192,2.3944520372940286
C_noise_only,175,61.69660755289666,64.13224539904527,2.3071856472640784,478.1368026340631,2.3935363117778996
C_noise_only,180,61.696597988275066,64.13224516631907,2.3071951828211743,494.5184427267121,2.392401149300072
C_noise_only,185,61.69658902406102,64.13224494697657,2.3072041197252147,510.87243842097854,2.3910527618923147
C_noise_only,190,61.696580605225854,64.13224473990903,2.307212512850799,527.1988470911072,2.3894972720974867
C_noise_only,195,61.69657268329294,64.13224454412502,2.3072204105379943,543.4977251974701,2.387740711466751
C_noise_only,200,61.69656521538694,64.13224435873593,2.3072278555406904,559.769128345387,2.3857890182119843
C_noise_only,205,61.69655816344445,64.13224418294294,2.3072348858138936,576.0131113374192,2.3836480344434783
C_noise_only,210,61.696551493554985,64.13224401602619,2.3072415351710593,592.2297282202192,2.381323503294222
C_noise_only,215,61.696545175407806,64.1322438573354,2.3072478338358016,608.4190323268025,2.378821066140847
C_noise_only,220,61.696539181825045,64.13224370628168,2.3072538089075394,624.5810763149491,2.376146260060896
C_noise_only,225,61.69653348836595,64.13224356233063,2.3072594847561967,640.7159122022948,2.373304515608581
C_noise_only,230,61.69652807298995,64.13224342499613,2.3072648833582385,656.823591398583,2.3703011549623465
C_noise_only,235,61.69652291576815,64.1322432938352,2.30727002458439,672.9041647354492,2.3671413904594796
C_noise_only,240,61.69651799863581,64.13224316844321,2.3072749264464916,688.9576824940501,2.363830323520136
C_noise_only,245,61.69651330517882,64.13224304844994,2.307279605310449,704.9841944307949,2.3603729439484553
C_noise_only,250,61.69650882044893,64.13224293351595,2.3072840760804616,720.9837498013893,2.356774129589735
C_noise_only,255,61.69650453080345,64.13224282332962,2.307288352358936,736.9563973833734,2.3530386463149306
C_noise_only,260,61.69650042376534,64.13224271760411,2.307292446585947,752.9021854973026,2.34917114830597
C_noise_only,265,61.696496487901186,64.13224261607526,2.3072963701609726,768.8211620266987,2.3451761786101883
C_noise_only,270,61.69649271271405,64.13224251849918,2.3073001335497074,784.7133744368813,2.3410581699340165
C_noise_only,275,61.696489088549434,64.13224242465047,2.3073037463778476,800.5788697927732,2.3368214456462675
C_noise_only,280,61.69648560651216,64.13224233432044,2.307307217513992,816.4176947757614,2.332470220965846
C_noise_only,285,61.69648225839321,64.13224224731566,2.3073105551425757,832.2298956996858,2.3280086043063033
C_noise_only,290,61.69647903660458,64.13224216345651,2.3073137668288264,848.015518526016,2.3234405987535864
C_noise_only,295,61.69647593412162,64.13224208257614,2.307316859576276,863.7746088782754,2.31877010365896
C_noise_only,300,61.69647294443162,64.13224200451913,2.3073198398780286,879.5072120557601,2.314000916324014
C_noise_only,305,61.69647006148796,64.13224192914075,2.3073227137624595,895.2133730465965,2.309136733763426
C_noise_only,310,61.69646727966909,64.13224185630585,2.3073254868341233,910.8931365401811,2.3041811545284694
C_noise_only,315,61.69646459374181,64.13224178588831,2.307328164310405,926.546546939034,2.299137680578836
C_noise_only,320,61.69646199882818,64.13224171777007,2.3073307510544425,942.1736483701051,2.2940097191907705
C_noise_only,325,61.69645949037591,64.13224165184073,2.307333251604715,957.774484695558,2.288800584890495
C_noise_only,330,61.69645706413164,64.13224158799673,2.3073356702016525,973.3490995230651,2.283513501404234
C_noise_only,335,61.69645471611668,64.13224152614096,2.3073380108118444,988.8975362156339,2.2781516036171308
C_noise_only,340,61.696452442605214,64.13224146618225,2.307340277149757,1004.4198379009943,2.2727179395332255
C_noise_only,345,61.69645024010457,64.13224140803487,2.3073424726973992,1019.9160474805645,2.2672154722318947
C_noise_only,350,61.69644810533709,64.1322413516182,2.307344600722417,1035.3862076380194,2.2616470818145187
C_noise_only,355,61.69644603522403,64.1322412968563,2.3073466642941485,1050.8303608474785,2.256015567337314
C_noise_only,360,61.696444026870466,64.13224124367757,2.3073486662986467,1066.2485493813344,2.2503236487276417
C_noise_only,365,61.69644207755195,64.13224119201452,2.3073506094520178,1081.6408153177365,2.2445739686778294
C_noise_only,370,61.69644018470201,64.13224114180343,2.307352496312857,1097.0072005477437,2.2387690945178123
C_noise_only,375,61.69643834590095,64.13224109298406,2.3073543292934366,1112.3477467821722,2.2329115200611818
