radius_px,mean_curl
0,-1.5477827513407484e-19
1,0.0012922314926981926
2,2.375355688855052e-05
3,-0.0020663063041865826
4,-0.0010314635001122952
5,0.0006733541958965361
6,0.0006144437938928604
7,0.0010261846473440528
