y,x,phi,curl
0,0,1000000.0,0.0
0,20,1000000.0,0.0
0,40,1000000.0,0.0
0,60,1000000.0,-3.469446951953614e-18
0,80,1000000.0,0.0
0,100,1000000.0,-3.469446951953614e-18
0,120,1000000.0,0.0
20,0,1000000.0,3.469446951953614e-18
20,20,1000000.0,0.7853981633974483
20,40,1000000.0,0.0
20,60,1000000.0,-1.734723475976807e-18
20,80,1000000.0,6.938893903907228e-18
20,100,1000000.0,-3.469446951953614e-18
20,120,1000000.0,3.469446951953614e-18
40,0,1000000.0,3.469446951953614e-18
40,20,1000000.0,-8.673617379884035e-18
40,40,1000000.0,0.0
40,60,1000000.0,0.0
40,80,1000000.0,0.0
40,100,1000000.0,1.734723475976807e-18
40,120,1000000.0,-3.469446951953614e-18
60,0,1000000.0,0.0
60,20,1000000.0,-6.938893903907228e-18
60,40,1000000.0,-4.85722573273506e-17
60,60,1000000.0,0.0
60,80,1000000.0,0.0
60,100,1000000.0,6.938893903907228e-18
60,120,1000000.0,0.0
80,0,1000000.0,-6.245004513516506e-17
80,20,1000000.0,-6.938893903907228e-18
80,40,1000000.0,3.469446951953614e-18
80,60,1000000.0,0.0
80,80,1000000.0,0.0
80,100,1000000.0,1.734723475976807e-18
80,120,1000000.0,0.0
100,0,1000000.0,0.0
100,20,1000000.0,6.938893903907228e-18
100,40,1000000.0,1.1622647289044608e-16
100,60,1000000.0,0.0
100,80,1000000.0,0.0
100,100,1000000.0,0.0
100,120,1000000.0,0.0
120,0,1000000.0,-3.469446951953614e-18
120,20,1000000.0,-3.469446951953614e-18
120,40,1000000.0,1.734723475976807e-18
120,60,1000000.0,1.1102230246251565e-16
120,80,1000000.0,6.938893903907228e-18
120,100,1000000.0,0.0
120,120,1000000.0,-1.734723475976807e-18
